用户ID,用户名,用户评论数,注册时间,用户平均评分
w6lA-N-PqwIVc8Il2nJogA,Cameron,216,2010-06-27 01:50:31,3.89
NRGJ4IvauajqqCbhT640cw,Drew,1242,2010-04-16 22:52:33,3.92
LSgpMM4vX0uSLLWHopfbOA,Chris,42,2010-06-22 02:24:50,3.68
CKzYmFIBbIoKyTMWvYXVSQ,Steve,197,2010-06-30 17:47:00,3.78
pW5L2bEpxC5Kmn_-gozRCw,Tonya,155,2011-05-04 00:23:47,4.47
hLVq7VSJBHZwqurwWoCmpg,Faith,669,2011-03-05 13:35:13,3.73
PcvbBOCOcs6_suRDH7TSTg,Juan,2136,2012-08-16 03:11:51,4.18
RJH925_Ci598EuRx9JoGwA,Kathy,731,2009-08-10 18:39:12,3.81
_zK0LrKpyKhZ8BOQq752Jg,Audrey,117,2010-03-17 00:24:07,4.24
cLsKgpNy8ijXCgzdAPFGyw,Adam,54,2008-03-04 04:32:20,3.68
SOfNNK2sv5iVYDyXy5TcIw,Tamara,761,2010-07-13 18:47:08,4.02
DK57YibC5ShBmqQl97CKog,Karen,2715,2006-01-28 01:56:23,3.91
cH9HCL0XQM2gSoeIkvyQFQ,Andrew,50,2010-12-08 14:27:26,3.85
ANUOFoLrfDNtHVmvbnh8Ww,Ashley,326,2012-06-04 00:08:43,3.6
zEBjQm_S26TI1Etpvie9sw,ViVi,297,2011-05-04 07:16:18,4.36
SAZJ4KUljx4Q6JEzjYKmyg,Siamrath,534,2011-07-25 03:43:59,4.35
ntJ0mR5D4JqJOzsYZV-cxw,Virginia,1444,2008-10-16 01:58:30,3.64
-9da1xk7zgnnfO1uTVYGkA,Fran,1438,2012-04-05 01:01:05,4.14
x_axtCj_KMcWdf1WQ6BbdQ,Michelle,370,2011-10-07 14:22:40,3.62
bnDZpsii_if2_wpn8oPcig,Ted,53,2009-08-20 17:01:56,3.53
eSU_HjKOA3Ppt8oS07oYkw,Eric,717,2010-12-23 05:03:46,3.88
iHRQWjFGMcrr9RmuCsQJYw,Nikki,291,2008-07-03 01:40:21,4.52
NNL1zLTP2J_SOputgoPYeQ,Alex,2059,2011-02-27 14:40:11,4.23
0tvCcnfJnSs55iB6mqPk3w,Daniel,1514,2011-02-06 16:43:56,3.62
RRtMl0kS2ntfoxcQPJcmZA,Jennifer,1339,2010-11-13 20:08:20,3.7
5tXRxr4T24Awl7vjyCvIcQ,Morgan,741,2010-10-14 02:39:10,3.97
d7D4dYzF6THtOx9imf-wPw,Regina,1912,2008-12-05 07:16:22,3.87
qSZMLq4RbqsAtYYxlgP0eQ,Sue,55,2011-08-17 22:27:02,2.6
1MMNPLixXF9JNQvu1UqYyg,Alissa,173,2011-12-28 18:56:55,4.12
bs8BgzMjnn5kmpCGstMDKg,Kali,412,2011-10-16 23:02:46,3.74
hj7o_BPgj-HdLAxdKqdx-w,Breanna,1090,2012-10-24 19:37:22,4.2
XmBm3C-Y7TKHuMoEMO5AtQ,Mickey,282,2007-06-21 16:33:20,4.66
AEKBfKt2niNzbCFFkw05oA,Chuck,229,2011-01-21 03:07:18,3.91
iJjMJI7zycOwTXsBlt36kQ,Jason,68,2009-06-19 15:58:32,3.36
Y61y11_nYsbc2UWjDh8ZEA,John,754,2008-12-13 03:16:12,3.9
aadVybdTbeVpSboTPCTjJQ,Tsz-Cheong,663,2011-11-11 15:12:24,3.98
m1eC9CUh81hQ1NHRzgIOKw,Brandi,348,2013-06-20 02:09:15,3.57
yCEFoyKQOMD6TRJaG0BEUQ,Mari,235,2008-11-12 18:15:39,3.74
rae3XnBTKX6ANvWZ6i8Y4A,Bianca,386,2009-05-09 22:42:44,4.46
WeVkkF5L39888IPPlRhNpg,Kristian,1493,2012-04-18 21:26:12,3.98
TYCkjEHPSJSnFb6m6GDluw,Mike,429,2008-02-06 21:11:56,2.86
Yc32gzn-Phho2afitymtXA,Glenda,25,2011-04-21 15:36:14,4.2
hHgNg6u9P_Ym5wLXmnoBcw,Abby,1377,2010-10-28 22:39:46,3.91
TwPlaNvnziaN2wB3lk_9Mw,Cheri,570,2011-01-19 16:55:33,3.82
hx4_GngWpI4n5_wQx7tmfA,Joshua,583,2010-03-09 03:23:39,4.3
EiT_pSuIb08oRn4CfwfMJg,Samantha,2110,2011-07-06 23:58:11,4.0
cVrM2BvOvPV0Vi_rC8kepQ,Dan,2931,2011-10-09 23:43:37,3.98
Qk3tHYH7y1OUyC57_Om5og,Lilly,117,2009-12-29 04:16:06,3.9
01jTmNPL9OM_2tvUrIbg1Q,Janine,99,2011-02-18 18:07:05,3.58
fcu34hUvmjxIQz2Oa4xXkQ,Nina,252,2010-03-10 21:50:39,3.85
7XQmsxxSQfZwflNVrLV9UA,Stewart,239,2009-10-18 23:16:01,3.36
ye7UhG1Ip1Bg8No-S-HHlA,Maggie,34,2008-10-27 23:06:17,3.92
7TBcjUjjnthRZrxOgSrtLg,Michael,89,2011-01-03 06:44:49,3.86
YjNGT6WbkQ-3tgDR0qgYRQ,Friscoco,296,2009-10-03 07:49:09,3.57
Ck5pDKaQenokLE9s5tYNcQ,Stephanie,201,2011-03-19 16:25:02,4.08
LrBdK9HdRUHubu9CJVkSxg,Cat,431,2010-11-20 16:28:58,3.83
2HegIXvPh0OQ4M-J5wiCrg,Fran,207,2012-02-02 01:09:05,4.02
s_FAHFKUl4YqNofYZC1NYg,Alana,816,2011-10-03 03:09:18,4.22
V_JBfN8Y6d6DkNsJVXVUtQ,Debbie,475,2009-06-14 20:48:31,4.04
-qMPPIyUxYMa0UZezcyn3A,Lucy,200,2009-06-01 22:19:59,4.03
EJ6_42rw8W73rxm_R4aQ2w,Bret,415,2010-07-08 16:54:43,4.03
UczFBWMS6vgI1zX584NyxA,mary,73,2007-06-28 21:58:48,3.68
cn8UaL_1w9Qsm7XRt9Voxw,Shannon,155,2010-11-30 17:38:09,4.27
ncIHRw4Vx3Wh9mZhLZxB7g,Mindy,1846,2008-02-13 05:32:04,4.14
w9OZUPIoweoUYVbl1RwCMQ,Niki,440,2010-10-19 00:30:28,3.54
GX4R9SIz3JsRrQdqzYP9bA,Mike,537,2012-05-16 07:55:17,3.82
tyT5SuNWUQOW_zcjPOfayQ,Doug,245,2009-03-16 04:06:59,3.87
gpN4UlvAlkmO0DzUYG9RmA,Amanda,71,2008-02-27 01:37:00,3.78
Rrmb6UQUR-U3an6wy2h9wA,Illyanna,468,2008-07-02 16:35:46,3.68
OtLw_rFdk27Y8e-s3C-Kdw,Deborah,234,2012-03-13 21:46:18,4.35
CNe9BArELPCBdmYgbsxn_w,Meg,31,2012-02-24 20:19:10,4.22
yXIFCpTAJkKzyoWXm4opqg,Steve,884,2010-07-16 19:43:44,2.7
8ue0RiV7NeEPQX07Q6rvlQ,Ronda,500,2011-02-06 16:59:42,3.57
CAU7F-vDqbQZ67BBYsa-aA,Mike,263,2011-07-14 04:52:08,3.83
EPK4_bIsyVlrlsLH3RClEQ,Maisha,1394,2011-01-01 14:34:48,3.81
Q76LHwVAsX8ZwU9n_g8OXQ,Rae,309,2011-12-20 13:38:30,3.72
_muhtS8ZFnV61s7Q4JXDwQ,Kevin,911,2009-06-20 01:08:49,3.92
3UXXvi4021V_ckejIQf9Jg,Emily,172,2013-01-14 00:26:43,3.77
Xflos_NjAxc5mEwg-uaFNA,Amalia,325,2013-05-23 16:36:23,3.62
GDVDWlJAneHlpr5zbwshCQ,Harrison,9,2013-03-24 07:36:05,4.11
eZTy3ekPUWGz2oAlVQsLgg,Brad,4,2009-08-30 00:37:43,3.0
gJTknzE8KYeqGwYLif42CQ,Kenitha,427,2013-01-16 20:57:16,3.46
uCNgCZCuo07ew0sWPB1z7g,Nicola,889,2009-11-23 17:04:31,3.91
LCzSgeO31wwIMZv0TXPX4Q,Laverne,419,2010-11-25 23:22:32,4.0
-crYXMtwfUdACKUiyA1eqA,Francis,172,2009-05-28 18:16:27,3.82
sdpIz4-s15T239CZ4Bd6Ag,Darcy,424,2012-09-18 13:33:53,3.73
6JehEvdoCvZPJ_XIxnzIIw,Heather,1868,2011-12-27 08:52:14,3.85
-k-pB4kluJwRF4-c2gp3pA,David,219,2011-10-16 22:23:04,4.0
5ylIKMA-zoXZvH_-X26YOg,Chris,291,2013-04-13 19:34:26,3.92
Kf5PVQUdDvQYf-MXoeWqZA,Marianne,2702,2014-07-20 07:30:39,4.09
z1xGplZ-5I45wlJqHQ8ilQ,Diana,453,2010-06-06 01:47:56,4.15
gnJDOrXo2cJ8xkRXU7GUWw,Travis,206,2010-09-29 00:19:38,4.31
59GSwMflQFllOAWvw0F5mw,Dana,723,2010-10-10 06:36:51,4.09
x3i1zNsZh9XmcG8WHYCTvA,Maria,945,2011-12-06 22:51:28,4.08
qNVAPkw1aNyNKGiJzmgWZA,Adrienne,349,2010-07-18 02:40:34,3.89
DgrIg1OR7arL8tVRiZ-psA,Robert,1153,2011-03-21 20:07:09,4.0
6xQRFiUE-1icDPR0uAaRIw,Gloria,297,2012-03-06 22:38:59,4.02
2E1733GhitBksZJZb6AgvA,Stephanie,435,2010-09-10 10:28:09,3.6
figjt8ZixJoYDbl096tFMA,George,924,2013-03-19 00:32:00,4.28
BZcj-Ni3HAM0nYU__r6dbw,Athena,403,2011-12-26 19:55:44,4.71
WeX7GMbX8WsMoLyyTDPqqg,Shannon,148,2011-07-09 13:53:24,3.75
01IhGl0XmthVaN1n0yVpfQ,Christian,351,2012-07-15 15:02:23,4.05
_3lMt9g1ScLZWGEqkv3LvQ,Steve,327,2011-07-31 16:36:51,3.82
bLbSNkLggFnqwNNzzq-Ijw,Stefany,5014,2011-06-29 14:40:01,3.43
fVInqfUrm52KCpAGuEc6Sw,Rachel,147,2011-05-05 20:14:15,4.36
0zVNLGyQ1PS_AQQUEJTN4A,Ben,1422,2011-11-06 08:23:32,3.84
SQXsow-nuLYYQnTcsIedIA,Diandra,693,2011-03-01 20:38:33,4.64
uvqhDdqRyl1aqTlxu_UZtg,Deb,447,2010-06-08 10:18:50,4.28
vsfPTfNV_K_s02tH6ZCHxA,Jes,36,2012-03-21 06:39:33,4.11
5uO8L24O3XkKKVUZnrPvYQ,Sidney,159,2014-01-31 02:21:32,4.02
hcJzh-FFDEfYKGpyM0TpZA,Kara,931,2012-02-04 02:52:51,4.19
1MwoiUajN2l54d4K9uTycA,Regina,579,2010-11-13 14:02:36,4.17
Nakn7m0LPnSXtJyCrwMKVg,Theryl,270,2010-09-11 15:35:58,3.32
DFTYFXMBLiuvxJFz7qStjQ,Louis,326,2010-02-09 16:58:58,4.09
o9uej6H3JbSx1UScuez43Q,Stacy,236,2013-01-29 03:54:47,4.4
jLFkdt7EchOfA01f9Jxo9Q,Audrey,185,2013-07-29 05:45:22,3.97
135DbbQnr3BEkQbBzZ9T1A,Laura,599,2010-10-03 04:54:53,3.78
rlFUes82nBIyEnYp42yEqA,Nicole,66,2012-08-08 01:30:46,4.03
Dh8EyyJ6kBnlThByXj6jVw,Andy,43,2011-04-02 05:01:32,3.55
1orfwtwIaqCbLgfs3W1i6Q,Marina,251,2013-04-23 22:31:59,3.27
IvX50u_2WYXh_G1xKUa2Pg,Brittany,256,2012-01-10 04:26:46,3.55
NOvbwDPu0FaS1SpkXvHdAQ,Valerie Deanna,423,2013-04-01 05:48:07,4.02
ivHlD7Mp7J6JtzGHXSZLiw,Brian,186,2010-01-28 15:43:53,3.49
IHO53BiIY-TKeCabcyWb0A,Annie,154,2014-01-21 05:29:09,3.99
xew1y9flaSKgdn4oxmcgGQ,Jessica,345,2011-03-14 14:33:14,4.11
RbMta8rXN3nBaKbloDWeng,Nadia,831,2011-06-06 07:25:49,3.79
URTnq_KYnZtKZOhPvAIlwQ,Samantha,449,2014-01-03 03:32:10,3.85
D76EFdD5F7XoIIyQmWTQhA,Rob,161,2011-11-27 22:03:59,4.0
Z16OsDnJl1aOkutLuEm7zQ,Howard,343,2013-11-21 05:17:21,4.37
e2TJsz9xbrp-ezwsV77oGw,Eric,223,2011-05-24 01:55:58,4.14
x1ZeQbGxfTPZ2BM0VcWs9w,Sandeep,467,2012-03-25 01:23:13,4.44
MPaWnzh94qmtdjMMrGpSCw,Steve,227,2011-07-25 01:20:56,3.93
MeDuKsZcnI3IU2g7OlV-hQ,Frank,1006,2013-10-27 23:37:42,4.08
Xstf9n7v8rSOryJAuY2S7Q,Joshua,345,2012-12-23 08:51:04,3.16
VtnCudEFLBjnxblLUAPYhA,Tim,456,2013-08-05 04:23:16,3.81
2nqGiiUKwHyihyx-T1TRKQ,Rocio,180,2013-06-12 21:52:09,4.08
X_14Pe-kpmR_QiU-SRJvgg,Lena,233,2010-05-14 06:02:01,3.49
zjtQJ8eYWVedJpWB2sFB2g,Rachel,310,2013-06-10 17:56:11,3.99
WPBrjBbk76ZtZQ8QpG09cQ,Henry,979,2009-07-27 06:00:51,3.71
VtiE3eXNYtH-tb0aFCF1Pw,Erik,1287,2012-05-22 02:35:26,4.19
Hkf1Louo_WA_oNghgut4gw,Christi,367,2013-03-06 16:12:40,3.79
kzRq4H_nSf4b3F_sdymWSw,Avner,613,2011-02-23 17:53:56,3.4
XmIyqvl9487pGH7gvrkjgg,Amanda,286,2014-02-23 15:30:48,4.57
St_-kC_BBIGxChO0JDUGGg,Cassandra,180,2009-09-22 22:34:01,4.1
oHjUPJHEOGJsrPqu3B_MnA,Michelle,395,2012-10-01 23:37:43,4.53
k1D63h0MmUl6Pl6RF5wMQg,Katie,431,2014-07-19 22:53:20,4.42
NWKkrswnlRkSrqF1IzliDQ,Barrett,1044,2010-12-26 21:11:19,4.11
W48aWI8oACKFjTt1hBZb8A,Jennifer,218,2012-09-04 14:03:57,3.81
lK7bEhOIdnQWWSvopiBW2g,Rachel,86,2009-04-20 02:49:38,4.49
miEjISOvnBnus62Noy5NzA,Rachel,38,2013-05-14 14:52:50,3.4
UU9aCh4ZN2N1nfFXAiJz_g,Christopher,708,2011-12-18 00:49:10,3.56
gqL5KBs2oS7qobnyd99iKg,Stacy,2645,2011-12-20 00:01:00,3.92
XMgSvrWrkuVRua-M2XPRqg,Lori,373,2011-09-11 04:11:25,4.18
-uGMDCVbBk1gH4miepwNIA,Margorie,225,2010-01-05 05:56:22,3.42
cBdCeXu7FaqpW51VQGqBYA,Ching,277,2011-03-22 21:31:21,3.75
Y_xMGVNGeuftiTj2_IDZ4g,Aran,110,2013-08-09 02:22:32,4.04
XewxSO2jW8KRM79XgS-6rA,Lorenia,15,2012-07-24 19:33:40,3.87
OnINcVI4QaneN9XnMUuvsA,Gregg,573,2010-03-01 06:19:39,4.39
h-5j3IEHSF3jKd_HKEGm0Q,Jeffrey,10,2010-03-23 21:09:47,3.73
nVSWhxT4FKDV4krM6i3sNw,Jim,301,2007-07-04 19:40:54,3.75
XbThi2N1IOrmBsb6ITFFGA,Peter,80,2011-04-07 23:23:25,4.55
2otXDEiKDqUbox4BS6uK0g,Mac,481,2011-12-18 02:43:00,4.11
IaxoYH3rgl4GJqXQBuu7zQ,Christina,97,2011-02-13 23:16:11,3.89
mD8T6tegVU9v06osh8W2sA,Bryanna,710,2012-09-28 21:21:35,3.79
Hs9xKsfZNNiSl5ojhAN5vw,Summer,422,2010-04-17 23:15:52,3.17
0r5ziLTmKo7YbGxDAL6XcQ,Christopher,299,2012-02-08 18:41:12,4.55
J-rYGAr1hcyt7rT5MiVWFQ,Gene,881,2010-06-06 05:13:10,3.85
bmOuwh_dy0n3GIccYJpZ5g,Rafael,823,2012-05-04 15:12:27,3.75
DXNaZwb7fSwtNR8Lb6Zp5A,Erica,462,2012-10-29 15:05:51,3.51
Lb-0y35-vafOkfd9YBWXLA,Steve,467,2013-03-30 22:07:05,3.96
JI-NtoWdFehqsoP8idOD_w,Henry,263,2012-12-11 06:03:11,4.92
ut5tH2ITDRUH5NQ9I9gdQg,Gigi,1010,2012-05-17 18:42:56,3.67
i31I2AtpnxTv7ePEWD9m-A,Linda,169,2012-07-08 22:21:39,3.73
ntOtORHKYXbx9kpO5N2vKA,Nancee,732,2014-08-08 12:42:50,4.44
kmo2-gxJkZjsTDOMXONjRQ,Jeana,186,2011-09-04 17:02:57,4.36
rogD0iL3FNrixPwhLg-o9g,Daryll,565,2013-08-19 22:47:42,4.02
V9j7n_uEu72bPSqlJGKVdg,Craig,75,2011-11-11 23:09:42,2.75
1NXoQbVnUKPxQdmA-KfYfw,Sue,530,2012-04-05 07:50:28,4.22
1uWt3rL2GJiptcflQa35Jg,Jessica,473,2012-09-09 05:48:21,3.92
3bdVKDG-dCmAj6WeRU9qcQ,Aria,10,2010-10-26 20:39:51,3.33
yMEsTtgZMnofpWkt7dC4pQ,Jason,11,2011-06-01 16:45:57,4.15
-exvXUUTiQeHhtvpzhKq7A,Steven,1446,2013-10-31 23:21:45,4.16
HMGg5YlPYKPEfn8qljj18A,Tesha,220,2013-12-13 15:38:17,3.57
8EIZ1e5drpdN1agO1t5EmA,Mary,176,2014-09-24 23:17:24,4.22
FwRIArLW3gPwCBoz4xPm5g,Joey,11,2012-05-29 13:45:17,3.79
FGmWx0hFD-h3YuTEql1x2Q,Kevin,704,2013-03-16 16:23:09,4.07
GB1wNOUbzMkI4kwoh2DtAQ,Mancow,137,2013-10-08 01:18:38,2.89
dusl6MaLSfYbE83_iVO2KQ,Dawn,917,2012-07-26 20:45:37,4.09
cGok9ycGn_HvZaht9xkyPw,Jen,327,2011-01-22 08:19:39,3.52
XyD_NQoeZWFIjZ7F1Cvqlw,Jane,57,2011-06-22 20:24:08,4.77
TJ8Hawan8jDIZHS7AAZJwg,Max,173,2013-09-04 03:04:17,4.44
fUftLdEke0dUniW42ZynnQ,Ryan,42,2010-08-07 17:54:22,3.42
ZTPrkhWFuT4HlSifIFWb1A,Willa,73,2010-04-09 02:28:36,3.9
85rGU0L7rS1AoSdtxQIKag,Joe,451,2009-11-02 02:05:59,4.36
Q6E66wyWs8OOC_KxDLT4MQ,Robbie,525,2013-09-30 16:41:12,4.02
DgOwhEXArKaAhf5dh7bpgw,Patricia,24,2013-01-26 00:09:27,4.04
uIjj7EIVBU4kGNgmKPO02A,Israel,384,2011-10-15 23:15:51,4.61
vVxiqE5yxdemqsQoi3xN4w,Jenny,259,2014-02-25 03:20:32,4.23
nMN8t5MSDRLDE1Yrzj0vhA,D,287,2007-06-16 21:53:08,3.33
z4RpPl09kAzkSD6y2ZQnDA,Courtney,1278,2011-07-17 17:21:21,4.1
LNPyE5X1K5B_flcTCH9StQ,Ania,685,2014-05-27 18:25:14,4.15
BOAMBz-svKl-ZGeSVowWOA,Karl,224,2012-08-22 04:45:05,3.97
e7fVEiodQMWFRzi6rNAvFw,Terri,149,2013-10-17 12:22:14,3.62
Ny4NJ-xg8TDjAK2GE3F7Qw,Yuka,500,2010-08-02 00:19:24,3.8
svFLKTgoPjO7nQu5bFxsdQ,Omar,383,2012-12-03 00:56:17,3.77
3ZrNpwmVcnenLVkFWzvSPg,J,34,2011-04-06 04:01:31,4.0
KGtl-GDHmyO-ABSJknDBSw,Brian,132,2012-07-23 03:54:54,4.0
T1Roa_rMKSB8k9OuoKRw7w,Abigail,106,2012-08-18 13:54:46,3.66
t4RLfHlTiaC8zy15fnXG3w,Rumit,1362,2012-01-08 06:29:38,3.85
z8ITpOm9mCT9YF1GmRrprQ,Amor,171,2014-03-18 13:56:52,4.02
lUAeIFEtaEhiRL-n4PLeyA,Rachel,179,2009-06-28 22:27:09,4.1
TtuLyYy4Gf41XA2JUQgY8A,Charlotte,299,2011-03-14 03:08:08,3.17
8690gLMZkjXU3xzV-DObTA,Susannah,192,2011-02-05 18:12:52,3.69
OQyo0E5jZjI7o2lkrOw3Zg,Hector,50,2014-08-15 04:11:39,4.33
-7qUbOVWJp2NT3f_TNuIBA,Betsy,166,2014-08-01 23:28:04,4.42
94H_GpNYcCeDvBP3XCmusA,Melanie,797,2013-08-04 07:54:41,4.23
fbO2EDVPgRk5UQ8NE7QVHw,Krysha,341,2013-05-10 15:42:07,4.46
8QUU7dAKtFxnp9JopweEoA,Tom,47,2011-11-20 17:50:02,4.02
9bvlW5Gos1kxzvcM3c-12w,Don,812,2010-07-07 11:49:32,3.88
QxAqWsC5e-OjSHhU-8HVWA,Christine,50,2010-12-22 21:05:33,2.67
yFY8wveTclT1mRQxWAEewA,Jennifer,1144,2010-01-31 09:03:08,4.22
03TKD0ESJVDIIeBoinGDXQ,Alma,270,2008-10-21 21:36:26,4.59
JrW0TTswNsApOj0n24kUiw,Luke,14,2014-02-25 16:24:58,4.27
5v8AnPSXUdDLs6196RYnZA,Hannah,306,2010-07-08 23:40:12,3.88
84t6jpyclA55TMfMV0X0kA,Sara,1038,2013-09-22 23:01:21,4.22
RKkg0t9Z4gv9zMa32Y7pvw,Nettie,165,2014-06-10 15:01:11,3.55
WKIW7tWyMq7_XN0V2ouo0A,Rebecca,1547,2013-01-11 13:12:29,4.44
mOloBIwSJraBh_LAb0tWNg,Lauren,26,2012-03-26 12:22:44,3.77
Q-Aa04TTvMJgQTP97sHxiw,Yeashan,150,2010-07-17 22:20:37,3.63
r8GpBm9dbvBpciwnafPqmw,Karl,32,2014-03-22 05:23:34,5.0
whINg-cC-FiAv_ATDGMDTg,PatrickJ,3775,2012-08-25 15:08:58,3.7
ZJ2jcCWEpUiFy86Wg1ulcg,Tom,83,2010-08-28 07:05:51,4.28
CdeyZZ6ZGhvs7YCzVheeRg,Emma,865,2012-08-16 18:01:31,4.39
nu9OxU-eqrv7PD9fKM_xFg,Anthony,189,2012-10-27 06:21:42,4.24
K6pcBk5_vqfFb3LJqA0P0A,Tom,49,2008-04-23 15:34:44,3.98
Bb_kFZkxOxkKxo2B9NzVNQ,Mike,327,2014-11-29 17:24:48,3.87
j6SSpgZRwU32k2ZlLWKoAQ,Michelle,102,2014-02-01 17:09:27,4.36
doFhBZMCQAzshdb94hv7rw,Wesley,181,2012-05-25 21:49:40,3.71
FJ5MiSCocJ_nxWcnVhk6TA,Glen,275,2009-07-30 18:17:42,4.06
07zgPowZ9npflBPiBf7otg,Santeri,278,2014-03-15 18:59:42,3.67
iNIxjH-qoi0DW-0M2ML2DA,Willy,996,2011-07-25 19:54:48,3.79
d6zIVWiJyPB6PZuAxVexwg,Robert,787,2014-03-19 04:51:17,3.65
wIemXhoDs4MraPvrsetKOQ,Shantel,153,2012-03-03 17:40:11,3.67
HO4-64uz5xuSmjfhP8Doxw,Darrell,162,2009-11-11 22:45:43,3.79
4cZ3f3i0Slv2W9mLN_VZBw,Haneen,661,2014-03-19 23:03:35,4.2
FMmGJZtWMhnNoLNc6nncUw,Susan,76,2013-09-12 18:51:40,4.1
zl75qAtJr_RheU3d4D8GgQ,Jonathan,231,2012-06-29 08:49:22,4.22
-FZBTkAZEXoP7CYvRV2ZwQ,William,2095,2015-02-19 19:06:34,4.45
yVuvJCUGfdRnRgAdz9ql7A,J'me,240,2010-11-08 20:53:58,3.87
B8PO3z0Fy-FHlOvD2moCNw,James,437,2012-04-13 17:15:16,3.62
v0tcLGknvRRIDVwH4LG1jg,Brent,75,2012-08-16 19:52:43,4.21
oRFa3bx6JkVxBkvDDe2JeA,Ric,502,2010-08-26 21:16:41,3.56
Cnc4ganvTT6Uy0rGGi1Cbw,Anna,34,2013-08-25 21:42:33,4.26
GD0AnaoQO2ymuLXw0P1PRA,Regine,193,2012-07-22 22:29:42,4.01
Zj0QvMoxfhVRL5iUGqbNMg,Christine A,207,2013-12-27 19:27:51,4.24
fFKhHqwhENswtBQQGGhB9A,Rachel,316,2011-12-18 23:05:44,3.89
hx3IPyJqbkgzuGYzSsMX1Q,Sharon,93,2012-10-05 10:47:49,4.34
AoAUWW6gyXF22zrWBVQOjw,Kat,213,2011-08-15 17:53:23,3.64
X9LI-PPreQLwlDe5lfo9fg,Eric,310,2013-11-13 14:54:43,3.78
KLrTBLpN4csEWKdLX2meYQ,Mike,246,2011-10-04 16:31:44,3.55
p82Oi8n25KffU7SV5yyYzQ,Mark,270,2010-06-21 03:27:53,3.89
61AymMi8D4RTQ2aa1w41ew,Jennifer,873,2011-11-06 22:49:20,3.91
asDZ5PRvzR-YBbzZaclTnA,Steve,628,2011-11-14 00:07:14,3.7
E4BsVQnG5zetbwv2x8QIWg,Charles,726,2013-06-21 23:46:17,3.14
yKjSyMKBIDtovONtNs7QpQ,Merica,408,2010-07-31 22:00:19,3.75
Ymi6SLVPnCkSxUh6dcOq9Q,Kellie,572,2014-12-16 16:48:07,4.28
q3y2k3IM8HaU5MkiD8DzXg,StaciLei,122,2014-07-22 03:43:36,4.24
HmreZAKDF0mci7WwpER_lA,Jess,136,2012-09-08 22:11:23,4.14
iJDgB8rVNmC0rGAqSS1kYg,Jessica,51,2012-05-31 23:18:50,3.56
SXYWt825y8ieyG9sOVNYWA,Dale,660,2014-02-12 15:08:36,3.25
ZR_I8YASiWWKbnqRUfdktA,Annie,72,2013-09-12 04:44:56,4.32
ctq5ep2NMKKHu52xG-JA1Q,Evan,66,2010-09-12 05:22:35,3.89
fYz2voIxcCk5W3Af6IF9Iw,Morgyn,86,2010-06-11 20:41:31,3.63
YsDbMDO7GAfcqZOwicRzdQ,Sofia,292,2013-09-20 14:13:43,3.95
m2Fc8dp3pWvn0joJwAfByw,Ashley,217,2014-10-28 17:45:07,3.42
HMJgWLrMd3r_cA-E4dhCng,Christina,69,2011-07-25 05:23:12,3.52
lv5TnHGfrSb_CIisOw0irg,Jay,561,2011-01-26 20:42:39,3.69
bq1Si40ayzQedbsu9S70uQ,Kara,129,2012-09-02 03:10:36,4.16
37ztQXVgezRc6qnYGp--hg,Michael,198,2013-09-25 19:54:33,4.28
i8XivEwxoXXCfFl46CqBoA,Shizuka,58,2012-08-28 23:25:24,4.03
Wt-dSc-L33pKiQ4mdZv3nQ,Tiffany,760,2011-05-16 12:35:41,3.67
9qxZWyZcgYZJqPTvWoWjBg,Stephanie,616,2011-11-03 07:01:58,4.29
rgSvA65McRv57TwBuEMA6Q,Nicholas,104,2015-05-10 20:23:18,4.0
NsicWaIz8TqYAbkIpi3wFA,Bridget,7,2006-08-04 15:07:52,4.0
KFKrsDRkeo7KqQCm3IN5-g,Shal,865,2013-04-01 08:10:06,4.05
JomVanfzaZ3zS1ZzI2wO1A,Kristine,113,2013-11-30 06:18:07,4.61
jhvreOViehq5zA4p2dgSVg,Giang-Tien,1358,2015-03-28 02:33:27,4.1
ObSXluQeEYiOP9l9muFlGQ,Bridget,777,2010-08-31 05:03:13,4.16
s3nnI4VLMNI1M7_zk0n6kA,Marjan,166,2009-03-05 17:53:23,3.85
dtDIBfZ7QbiLnhtYVrY3oA,Rebecca,114,2012-08-12 07:12:52,4.59
qw1q24_zFrCEvMuzZLoK5Q,Stewart,243,2013-06-09 15:06:42,3.84
keBv05MsMFBd0Hu98vXThQ,Jesse,910,2014-01-11 19:25:49,4.86
G1qrpwKTYn70UbJS_S2sDw,Suzanne,281,2013-02-10 16:31:23,3.48
sl_0uFLO4RKCefQNcPTaEw,Zoey,221,2012-04-03 00:44:20,3.88
KFy8JHIOvgd6XDetjsIfdA,Amanda,228,2012-12-22 04:24:17,4.0
yQRxY8c-rLEGxM-EyjFYkg,Tom,17,2011-09-08 17:56:10,3.79
ZnVPP4sofdkrgsoBGNCcqQ,Jon,881,2009-12-22 00:18:20,4.34
-vPtYuV_dMPb0Bbzg9ECVw,Annikki,182,2013-05-09 17:16:10,4.16
DovHB3_UYWi9hzooWaYKDQ,Alejandra,54,2018-11-02 15:17:53,4.33
rkdE06BbheP4gEhb3ooH0w,Eric,1118,2012-11-02 03:36:37,3.95
kfAs5S1XGtZZyO0QCuXD_g,Greg,477,2015-08-19 15:48:07,3.93
H6o_yPcR97FHMTuKFmvprQ,Lea,474,2013-12-24 21:59:02,3.49
