用户ID,商家ID,评分,评语,评论时间
ZMbzmJyqxRmJBQnqyfwuLA,elEQxid6rZ3tRZF1Kwkr9A,4.0,"Woohoo, great experiences here!  First one was a to-go order of a garden omelette, breakfast muffin, decaf coffee, scrambled eggs, bacon, toast and a pineapple juice.  The wait for them was not long at all shortly over 10 mins.  The order taker and cashier were pleasant.  As for the breakfast itself, it was nicely packaged for me to take back to my room.  The portions were huge and all was tasty!  Even saved the muffin and toast for later.

We were here for dinner on a Monday night.  Milano is a open 24 hours and they were quite busy.  It's diner for comfort food kind of vibe.  We were fortunate to get David from Sacramento, CA (their nametags say where they are from.)  Although the restaurant is very busy, our server was on top of his game!  He had everything down from attentiveness, recommendations, personality, and efficiency.  5 Stars on customer service.  

Our dinner was about a 3/3.5.  My husband had the 1/2 tuna sandwich, soup, and salad.
I had the special for 9.99 which was called the ""adult grilled cheese sandwich"" which had spinach and pepperocinis in them.  Kinda tasty.  Fries were nice and crunchy just as I like them.  We chose the cherry pie a la mode for dessert and that did not disappoint!  So delicious!


I'm sure we'll be back when visiting the Peppermill again.  Cheers!",2021-08-02 19:12:23
ZMbzmJyqxRmJBQnqyfwuLA,winkCYdiTroKdbPbV0DfRA,3.0,"The 3.5 stars rating for 472 reviews to date is about right.  I do like the vibe here.  Although Peppermill, categorizes Biscotti's as casual dining, it feels like a nice ""date night"" kind of place.  On a Saturday evening, our server was top notch.  Professional, kind and attentive.  Although my husband asked for his prime rib medium well, he received it medium rare.  He is more patient than I am so, he rolled with it.  Overall the prime rib was fine.  As for my garden melt, it was super tasty!  Spinach, tomatoes, avocado, mustard aioli, and jack cheese on sourdough, yum!  I got a taste of the watermelon salad and did not care for the herbs (oregano?) on it.  Chocolate gelato was much better though.

The next evening, we dined here on a Sunday afternoon.  Unfortunately, we had the most inattentive server.  He seemed like he was a nice person but, he was overwhelmed.  He explained that he was serving a large party in the back.  He kept apologizing for having us wait and for his lack of service to us.  He brought me hot water which was useless because he had neglected to bring the tea bag which I waited quite some time for.  Anyway, my fettucine alfredo was ok.  My husband waffled brioche grilled cheese and tomato bisque were good.  Since this visit, we dined elsewhere at the Peppermill which was even busier restaurants, yet we received better service.

Biscotti's was hit and miss for us.  Just 3 stars.  Thank you, friends and readers in yelpland for reading this.  Cheers!",2021-08-05 17:31:52
ZMocFA2lNMJeiKjguUKu7g,9xdXS7jtWjCVzL4_oPGv9A,5.0,"The best meal I had in New Orleans hands down.

I couldn't stop talking about this place when I got back.

Let me say that the food here is FANTASTIC! Who knew that there was such a thing as chicken crackling covered fish. So not only do you get the crunchiness of fried chicken, but you get the health benefits of fish underneath! ****POOF**** My mind and taste buds were blown. It wasn't heavily battered, in fact it was so lightly coated that it looked like regular fish, but it tasted like chicken. It was delicious.

And one with more delicious food, let me say that the fresh lobster ravioli was worth the flight. I think it was something like $14 and man was it filled with fresh lobster in homemade ravioli. It was 5 stars all around.

Then we ordered another fish dish, this one was wrapped in seared scallops. Perfectly cooked and the sauce was delicious.

I topped off my dishes with 3 glasses of sweet freshly squeezed orange juice and man, was it a meal to remember.

 My hats off to you GW Fins! I shall return!",2020-04-14 03:11:12
ZMocFA2lNMJeiKjguUKu7g,FEXhWNCMkv22qG04E83Qjg,3.0,"Cafe au lait with chicory, coffee and hot milk and beignets are the thing to get here.

The line stretches around the corner if you're waiting for a table, so you can always go through the faster togo line.

Here's the thing, I get people like their beignets but to me they are not out of this world delicious. 

They came with a whole pile of powdered sugar that you'll see dumped over all the chairs, tables, and floor. 

It's raining powdered sugar like it's free y'all!

Service is quick but unhappy. Even though we tipped well it was clear they just wanted us out for faster turnovers.

The beignet is hot, kind of dough tasting and the coffee has a bitter kick to it.

It was okay hence the 3 stars but it wasn't the best dessert or snack I've ever had and definitely was not worth the 40 minute wait.",2020-09-17 04:59:29
ZMocFA2lNMJeiKjguUKu7g,GoGss2SqsUPwP0xcI9IUuw,3.0,"Cortado was decent. 

This is a hole in the wall coffee shop, and though I enjoy supporting small businesses,  the coffee itself was just average, and I felt that they tailor to locals rather than tourists because although they were cordial with me they were very nice and accommodating to the locals that came in and explained in great derail the roast of the day and different flavors, whereas when I asked them about their local roasts they were quick to respond and didn't  give much detail.",2019-12-19 05:04:55
ZMocFA2lNMJeiKjguUKu7g,RQAF6a0akMiot5lZZnMNNw,5.0,"Best cheesesteak per the locals word of mouth.

Long lines and the smell of grilled beef and cheese wafting in the air tell you that you're close.

Because you'll have to park a block away or you can be a jerk and double park and try to hit pedestrians like us that are crossing the street.

Super tender beef, great flavors, love the peppers.

Hands down one of the BEST cheesesteaks I've ever had.",2017-10-11 05:58:27
ZMocFA2lNMJeiKjguUKu7g,SHYPQbYqbfK4CwTDjtBH7Q,3.0,"Average chocolate macademian nut cookie and poor service even though I was the ONLY one in line make this 3 stars.

True story I broke off a piece of this cookie to try and found it too hard and too sugary for my taste that I gave it to the homeless woman outside who was asking for food.

This cookie was a no go in my book.",2017-09-12 02:12:47
ZMocFA2lNMJeiKjguUKu7g,Y2Pfil51rNvTd_lFHwzb_g,3.0,"This is the competitor to Cafe Du Monde, and we'll, honestly between the two I kind of find them similar in that both of them were just 3 stars and didn't knock my socks off.

This place is less busy than it's well know counterpart, and the beignet was just okay. I wanted it hotter and I felt that the dough was a little soggy.

3 for average. Probably had been sitting there for awhile.",2021-08-03 02:07:09
ZMocFA2lNMJeiKjguUKu7g,atZ_olNKXOG4rEr6mccN8g,5.0,"Maple bacon doughnut and their blueberry fritter will blow-your-mind!

I've never had a fritter that good or that fresh.

They were selling them as fast as they can make them. 20 minute wait for fresh ones since they sold out. Worth it though.

Excellent service by both women at the cashier. Friendly and gave us advice on what to order.

Coconut doughnut, chocolate doughnut, apple fritter, strawberry filled iced doughnut, we bought so many I lost count.

All were fluffy and fresh and delivered on the flavors that they promised. 

If I could wave a magic wand and transform every Dunkin doughnuts to Belier's I would.

Because this is what a crave worthy doughnut should taste like!",2017-07-09 17:41:16
ZMocFA2lNMJeiKjguUKu7g,h_rcMQtglIiAs-Oc5d8Ozw,3.0,"Average coffee at average prices.

They have a San Francisco blend and some special regional blends but unless you have somewhere to brew it you can only get their coffee of the day.

I asked if they could do a single French press and they looked at me like I was a snob.

The blend of the day was like a light water.

See picture of what it's supposed to be.

Tasted like a light french but it wasn't.",2017-07-09 17:39:51
ZMocFA2lNMJeiKjguUKu7g,n8NLEmKuhUr4fplfjJdTjw,2.0,"Nobody in line and five of us are waiting for our burgers.

There are 15 workers joking and laughing and saying ""let me shake that for you"" but not doing anything to really help the two cooks get the orders out.

15 minutes later there are still too many people on the register and in the kitchen not doing anything except chatting.

My burger was good though, that I can say, but they really need to work on getting those orders out instead of goofing around.",2019-11-18 22:57:51
ZMzaOGUlCXY6kWXEnHZbvQ,bLJP0fVgscuUQy0hE_CRXA,5.0,"I love Xiandu Thai! It's very close to where I live and I've dined in as well as gotten take out from here multiple times. They always have seating, even on weekends, without a prior reservation. Ambiance is well-lit, quiet, and spacious. My favorite thing to order is the drunken noodles (pad kee mao) with chicken, less spicy (the regular dish is very spicy!) it runs about $12 plus change and is enough food for 3 meals for me! I also love their dumplings and side dishes. I come here every few months and a warm noodle dish is especially great now that the weather is getting cold. 5/5 for me!",2019-11-08 13:48:48
ZNPI9K-JufHOs0wXkDv0HQ,VBGfYfuHi3hY6phK_G3plA,3.0,"A buffet is a buffet is a ...!

Look, when I was younger I ate like there was no end and that made any buffet a 5 Star eatery on my book! But now that I am older and counting calories, I just want one, I repeat one, full plate that I can finish and fully enjoy. Carvings Buffet did the job. They offer plenty of choices, the food is good and they are reasonably priced.

If you are staying at Harrah's, make sure to take advantage of the coupons that they hand out to you when you check in. You make get huge discounts if you are there   in mid-week.",2019-01-22 18:23:33
ZNPI9K-JufHOs0wXkDv0HQ,vWyg7n0gGVinsrSj68GDeQ,3.0,"Hungry? Come on in!

Hash House A Go Go has twelve or so locations around the country, but my experience is limited to this one locate in Harrah's. We were staying at Harrah's for three days and had one breakfast and one dinner here.

I am a big fan of big American breakfasts. You know what I am talking about; eggs, ham/sausages, home fries, toast and coffee! You'll fill up and won't have to worry about calories until dinner time!! Hash House A Go Go serves filling and tasty breakfasts

They do a fine job with their dinner items as well. We ordered a few small plates, all good. I liked my salad and pretty much everyone at our table was satisfied. My only suggestion to management, improve the service! I am not too tough on my servers as I was one during my college years and I know it is a tough job, but the service here could be improved. So a 4 Star for food, and a 3 star for service.",2019-01-16 23:02:59
ZONg3CGFq-PPSuYH5swlkA,GmXC3CBu172Bkb0c6RnO7w,5.0,"I still wear slip on Vans because even though Im fast approaching middle age; shoe tying is one of those things I never quite mastered...I biked up to Revolution wearing a wife beater, locked my bike to a pole and as I crossed the street heading into the restaurant I finally slipped on and buttoned my shirt, hoping the maitre de didnt catch that move through the window...what Im trying to say is I am not a man of class...but that has nothing to do with my desire to eat good food. I don't like white table cloths (can't keep them white) and waiters that call me sir, so I figured when I went to Revolution, I'd do it like I do everything, from a bar stool, so this review is just from a food point of view. And Revolution was really good.

Since it was my first trip and I was very curious, I made it simple: Gumbo, Shrimp and Grits, and the 'Coffee and Beignet's' dessert...thats a lot of cliche local food to slop up, and a fair way to judge. The cocktails looked awesome, I liked the setup and originality, but none looked like they would match what I was eating, so I skipped them.

The gumbo was something like 'gumbo to kill for' or 'gumbo to die for'; I can't remember the name, but there was a hint of a threat of death in the name. Turns out it was a quail who was stuffed with oysters and sausage (not a bad way to go). The gumbo broth they pored around it was awesome. Dark. Delicious. If I was in a date, I would have had no idea if I was to rip the quail apart or perform surgery with a spoon and knife. I had no one looking at me, so my solution was worse. As a low IQ eater, I may have needed instructions, but it was a great gumbo (there is no such thing a 'best' gumbo, that's a myth)

Shrimp and grits. The standard to compare for me. The shrimp was really good. Giant, cooked perfect (not always done with such large fellows) and again, the way the shells were flavored, I went mannerless again. Not enough grits, but Id say that even if the gave me a dumptruck full. Really good. Small for a main, which is good for me cause I needed to gorge on dessert. And it was a lunch course.

Cafe and beignets was all kinds of cool. I never met a pot de creme that i didnt love, the fruit syrup and fig jam and hot mini beignets were fun and delicious. They are not only open for lunch now, but 2:30-5 you can order $10-$15 sandwiches and pastas and pates and such from the bar...but i'll probably be a regular during those hours so i can work through the dessert list without emptying my wallet out on dinner. 

I didn't have the Revolution experience, but I spent $64 including tip on a memorable lunch. Easily worth it...",2012-09-20 20:59:36
ZONg3CGFq-PPSuYH5swlkA,KLCb0nSVjH5er1Ui6bZWdA,5.0,"Ideally, New Orleans Yelp exists so visitors can find places like this. If I could grab random tourists (and lazy-butted local friends with cars for that matter) by their lapels and kidnap and drag them out to Chalmette to eat here, I would. Id never be prosecuted, my kidnapping victims would thank me...and even if they were still peeved, they'd be so stuffed that lifting the pen to file the police report would be too dificult. The perfect crime...and community service.

Rent a car. $25 at Enterprise, hidden spots abound on the outskirts of the city, and doing what you gotta to get to the places like R&Cs is worth it for all kinds of reasons, main reason, of course is to fill your gut beyond any normal boundaries. And juggle your calendar accordingly as to maximize eatingness pleasure, the journey is best made on Wednesdays or Fridays. Wednesday is brucciloni day. I don't want to digress into the theories and various spellings of brucciloni, that is best covered by Sara Roahens book Gumbo Tales (pretty much the must read book to grasp what and why to eat while here). Friday is crabcake day! Hooray! Rocky and Carlos crabcakes...darn, no adjectives, I wish it was Friday afternoon right now. Oh, jebus, they good.

Ordering is a bit confusing, everybody will know whats going on but you...I will share my little trick though- Just keep ordering, just say stuff, dont stop. You should over order, you are going to want them mac and cheese leftovers later. So knowing the portions are huge, and you will not be able to finish your food regardless, don't let that affect you, still order twice what you need.

Some sides that I never resist are the eggplant sticksand onion rings (only if you have an army with you, there is no small size for that, just a large...and large is really an understatement on that one.) But, most importantly, Rocky and Carlos has (by a smidge) the best Wop Salad in the area, and considering outside of New Orleans the word isn't really gracing menus too often, possibly makes it the best Wop salad in the world. Its just olive-licious, think a muffaletta for vegetarians, very classic NOLA Italian Creole cuisine.

And of course the Mac and Cheese. One of the best traditional Macs in New Orleans (3 muses, Cochon, and the Country Club roll modern style so different). Perfect noodles and it gives you a chance to toss around local nomenclature like red gravy. Red Gravy is New Orleanian for tomato sauce. Its fun to say, and traditionally served on the mac and cheese here, but I get it on the side so I can enjoy all worlds.

This is ridiculous, I'm getting a ride there tomorrow, I don't even know if I will make it until then, writing this has my mind stuck on those eggplant sticks.  Rocky and Carlos rules. Go. Ill try and make a list of places that make renting a car while visiting NOLA worthwhile and this is right on top.",2011-05-12 04:04:17
ZOmHHLEYTXxxs3nWJhKoaA,C6KP0hSutumHzLDCFyjvJQ,5.0,"I've been patiently waiting for Katie's to open!

I loved the ambiance: very modern, chic & rustic. Fresh roses dotted the bar & the stools were a wide variety of styles. Basically, it was exactly how I decorate at home, a mix of vintage & modern.

Service was good. The bartender introduced himself & attempted to initiate a conversation. I want feeling so hot, so I left him hanging a bit. In the end, we did have a nice chat about beers (my favorite subject).

Food was delicious. My fried artichoke salad came out of the kitchen quickly, with hot artichokes & fresh, cold greens. It also had some goat cheese, asparagus & pistachios.  I really, really enjoyed it BUT wish that there were a tad more greens. Sorry, ya'll but for my money I want a big ass salad. Maybe it's just the fatty in me. 

I think next time I will definitely split a salad and a pizza with a companion. I am really looking forward to returning, the area was so in need of a locally owned, quality drinking & dining establishment. Yay! Thanks for everything.",2013-12-03 21:13:13
ZOmHHLEYTXxxs3nWJhKoaA,FpwmIq3Gpo6hGIrOOv8lTw,1.0,"We just left the Kitchen Sink.... I hate to say it, but it went down the drain. Ha ha... But really.

The new space is nice, lots of light but the ambiance is totally lacking. There was a juke box, but since no one was requesting songs, there were several periods with no music whatsoever. There seemed to be something fun going on in the back room, TVs and laughter, but our area was boring (no TV, no music).

The server approached our table and said nothing, it was awkward. She was standoffish, offered no help with the menu & couldn't tell us what dressings were available for the salad. She did tell us that they were out of anything charbroiled... Disappointing because we wanted Oyster Rockafeller to start.

I am not sure how long the food took but the table next to us sat down after us, got their appetizer & entrees before we got any food. I ordered a salad but it came out with my entree, which honestly defeats the purpose for me. The only reason I order salads out is because I can't wait for something to cook!!

Finally, the menu boasted a gumbo full of chicken, craw fish, shrimp & sausage but none of the seafood was present. My cheese steak was served on burnt bread & the meat was over done/ dry. The salad was fine; iceburg, a few tomatoes & onions... Nothing special.

The worst part of the evening (besides not having a liquor license!) was when we told the server that we were disappointed with the food. She apologized & sent the manager over. The ""manager"" was wearing sweats & flip flops. He had an aggressive tone with us & basically said that the food was exactly how it should be. He offered to take off half of the cost of the entree at the end, but I didn't want anything for free, I wanted seafood! I wanted to be heard, and understood with empathy- even if it was fake.

I'm so disappointed. My husband had been telling me great things about the Kitchen Sink but I well never, ever return. What a shame.",2013-11-10 03:52:47
ZOmHHLEYTXxxs3nWJhKoaA,RKVZbcCKNcAM5Jk_cV7I9A,1.0,"Methinks we just had a bad night, a really bad night.

The boyfriend and I went to Sage earlier this summer for a romantic little dinner for two. The patio was lovely. Weather was ideal. Not a mosquito in sight!

We ordered cocktails. I was in the mood for a dirty, Grey Goose martini. The boy had a mixed drink... probably gin and tonic. His drink came out okay, my martini was green. I apologized to the server. I explained myself. I bartend. I drink, a lot. My martini really shouldn't be this salty or this shade. He apologized and took it back. After quite sometime (I am in the industry... I understand, shit happens) he came back and explained that the very last of the Grey Goose was used in my martini and asked if I would like another brand. Of course, I didn't care what liquor was used, but it dawned on me that the bartender was initially short on Grey Goose, and tried to cover it up with olive juice. Who does that?

Appetizers and side salads were delicious.

Entrees come out. I have pasta with blue cheese. It's rich and I love it. Boyfriend cuts in to his medium-rare steak to find it cooked medium- well.  We share my pasta while waiting for the server to check up on us.

He never returns.

When we're done eating and drinks are empty, here resurfaces our lovely waiter. We tell him about the steak and he apologizes and takes it away. 

The rest of the story IS NOT A JOKE. This really happened.

A minute later the chef comes out to our table, with the steak in a cardboard box, and asks us if we'd like to take the steak home. We tell him that we're not really interested in eating a medium-well done steak, and prefer it to be medium-rare to rare. It is at this point that he tell us that we are incorrect; the steak is medium-rare. Then he opens the box and shows us the steak, cut in half, grey in the middle. ""See, it's definitely  pink."" 

We say not a word. We couldn't. We were so dumbfounded. I suppose, since we're in our mid-20's, he thought he could pull a fast one. Or, maybe he thought we would believe him.... or maybe he was high on crack. I'm not sure. I will never forget this experience. EVER. Seriously, who does this guy think he's dealing with?

I'll go back someday, I suppose. But only if the chef is long gone. Or, if he writes me a formal letter apologizing for his shenanigans, which were all a terrible side effect of his medication that he is no longer taking.",2010-01-11 06:46:17
ZOqhpXPwPPvP5nlW7W_EAw,KHe6HAqmyioITwTvg9Bbcg,5.0,"Best American deli in the area. Simple, hearty food, done well. Menu is long, prices are cheap. Cute retro-ish style. Although they serve all the Americana staples and seem a grease joint (in the best way), they also have vegan and vegetarian options. 

And Mr. Lee is great.",2015-01-25 13:36:40
ZQ-hVBie3ls9u951cJkgSQ,LtG1BloPZmht57B4f8pimA,5.0,"STOP! Just pull over and go in! Seriously!

I had passed here a few times in the last couple weeks and hadn't stopped and today I decided to check it out and see what it was all about.

From the outside you start with a big funky mural and the mural artwork continues inside. The inside is sleek and modern with a couple booths and tables and at the far end of the room their own coffee roaster.

Before I could get 10 steps in the door someone was welcoming me and sharing their menu with me; he then gave me a couple minutes to soak it all in.

The menu shows you the options of how they are packaged: 3 pack $2.25 - 6 pack $4.50 - 16 pack $11.65 - 25 pack $18.15 - 35 pack $24.95.

Then they have a list of about 16 of their flavor creations OR you can create your own by picking a donut, icing, topping and drizzle... and to make it even harder they have a SECRET MENU. Which I'm sure won't stay a secret for very long.

And then they have a list of coffee drinks, they roast their own coffee on premise and its really nice, not bitter at all and has a robust flavor.

I went for the six pack (by the way the guy working there has a cute six pack shirt) and picked a few from the menu and a few suggestions. I ordered Honey Nut Crunch, Strawberry Cheese Cake, Cookie Dough, Sweet Pig, PB&J and Cannoli. AWESOME!

The Honey Nut Crunch had vanilla icing, Cinnamon Toast Crunch, cinnamon and a drizzle of honey. The Strawberry Cheese Cake had strawberry icing, piped cream cheese frosting and a sprinkle of graham cracker. The cookie dough (not the official name) was chocolate icing, cookie dough pieces and chocolate drizzle. PB&J was dipped in chopped peanuts and drizzled with jelly (they wrote PB&J in jelly). The Sweet Pig has maple icing and chopped bacon! The Cannoli had a ricotta cheese with chocolate chip filling, pieces of cannoli shell and sprinkled with powdered sugar.

Each one was better than the next and the best part was that since they are mini donuts you can eat six and not feel like you stuffed yourself.

From what I've seen they haven't been open very long, it's really fun as not only do they have really fun flavors but you get to watch as they assemble them. 

I'm betting this place is going to become really popular!",2018-01-31 01:20:03
ZRZCGSbYFKJj_16gA7d-Nw,6RBZfirnzE4NahJTn1UPNA,5.0,"This spot is a hole in a wall joint with some high profile fans (like julia child's) and all for good reasons. I'm usually more of a flour tortilla girl but this place makes their corn tortilla fresh and it's the best I've had 

- La Supa-Rica Especial: roasted chile pasilla stuffed with plenty of cheese and adobodo (marinaded pork) and 3 corn tortilla at the bottom soaking up all the goodness. It's such a unique dish but seriously so good 
- Tamal de Venduras: their housemade veggie tamal  it's drenched in this beautiful cream sauce and it tastes like a comforting corn soup 
- Tacos: chorizo and adobado were good but the bistec was on the dry side

Overall a great meal but expect a wait since they make everything fresh. We came at 4pm on a Friday and there wasn't a line but still waited 30 min for food. Definitely worth it though",2021-08-30 18:27:10
ZR_I8YASiWWKbnqRUfdktA,8Vo6LN9gqULhXzoxj5k6kQ,5.0,"The food here is absolutely outstanding. I went with my boyfriend at the time and we got the chef's tasting menu. All of the food was so fresh and flavorful, and you could tell they really put a lot of effort into preparing it. The order of the food was also perfectly balanced by alternating richer dishes with lighter ones. The dishes we had, in order, were: 
1) boquerones (European anchovies) on crostini,
2) beet salad with apples, pistachios, and pickled vegetables
3) wagyu beef carpaccio with a taro chip and faux fish sauce
4) scallop crudo with carrot puree and yuzu sauce
5) snap peas with sesame seeds, duck fat sweet potato fries, croquettes, and red pepper remoulade
6) scallop risotto
7) sweetbreads
8) ahi tuna with arbol chile, avocado, pickled red onion, and taro chips
9) lamb shank with quinoa, apple chutney, and slaw
10) blueberry cheesecake with creme anglaise, caramel, and whipped cream with strawberries

Obviously the tasting menu is not going to be the same every time since they do use seasonal ingredients. The price is also a STEAL at $60 a person! You are not going to find a tasting menu of this quality at that price anywhere else in SB!",2019-02-07 18:54:51
ZTPrkhWFuT4HlSifIFWb1A,3zI7Ka2_ZsKh4UwbSFnXdw,5.0,"This is another one of those ""Wait. Vegan? What?!"" places that makes the carnivore in me spin around in circles. I love everything about the food here! It's a step up from Treehouse imo, in terms of both the flavor-explosion-in-my-mouth richness and the solid price points. I've yet to order a miss from here (but sadly can't say the same for Treehouse.)

Lulu's really experiments with food and makes it come alive with interesting textures. I got the banh mi bowl on my most recent visit, and was convinced the jackfruit was real pulled pork (YES, you read that right - JACKFRUIT!) I've also been trying to imitate the cauliflower bites at home, but still haven't been able to coat and fry mine up as crispy as the ones here. 

(I feel like this is less of a review, but rather a desperate request for Lulu's phenomenal secret recipes. Oops?!)

I can't recommend any particular dishes, because I've loved them all (yeah, it's pretty pathetic), so here's a list of everything just to make your mouth water: buffalo cauliflower bites (+ badass vegan ranch), tater tots, kale salad, sweet potato black bean burger, sweet potato falafel, power protein quinoa wrap, Thai crunch wrap, chipotle black bean burrito, banh mi bowl. 

Random notes
- easy street parking all along Grand (paid) and the side streets (free)
- great local beer selection (they've got tap options, cans, and bottles)
- food gets brought out to your table, but everything else (utensils, water cup) is self service 
- fast food prep, no matter if you're dining in or getting take out 
- the burritos are massive (see pic in comparison to my pen)
- love the outdoors patio seating.... Well, except for the bugs that adore my food just as much as I do :O",2016-06-30 13:14:36
ZTPrkhWFuT4HlSifIFWb1A,QV7QOLww8ym3E2zBgdE2Ow,5.0,"I got the Original Palestine shawarma per Yelp recs, and it did not disappoint. You can opt for chicken, beef, or a mix (my personal gluttonous choice.) The food came out surprisingly quickly (around 10 minutes for 2 Original Palestines.) The meat was sizzling hot from the grill, the tahini sauce and herbs were extremely flavorful, and the pita was filled to the max. No complaints here. This is officially my favorite food joint downtown now.",2016-10-07 16:26:03
ZTPrkhWFuT4HlSifIFWb1A,aI3B47Y_AUYFP5K5JAYrlA,5.0,"Update: came back again just for the pancakes and.... Yup, definitely the best in town. The compote served was noticeable less than last time though :(

I had the best brunch here. The double stacked pancakes were amazing! Each one was bigger than the size of my face, and the blueberry compote was excellent in flavoring - not too tart and not too sweet. My egg white omelette and potatoes were also done perfectly. The wedges were freshly fried up and crisped all over... just the way I like them.  My friend's shrimp and grits were apparently equally delicious. 

Everything else, from the layout and ambiance of the place to the rapid, friendly service gets 5 solid stars from me as well.

FYI: lots of street parking available everywhere",2017-12-03 23:15:21
ZTkuKoOt2vp584A-8hDvBA,3qsHL1xuMPlPqQciHNYkeg,5.0,"No pictures, because we snarfed up this pizza so dang fast.

This place has been on my list ever since I heard about its opening, and I was so happy when friends invited us to try it with them for a weeknight dinner. We arrived just in time to grab a table for four in the corner (one of the few smaller tables - though I certainly don't mind community seating if needed to get tasty food in my belly).

The interior is beautiful, simple, and inviting. I love that you can watch the chef work on the pizzas from pretty much anywhere is this (small) cozy space. 

The menu is simple and focused on quality over quantity - good ingredients, prepared well. The wine list and beer list is also small, but well-curated. I loved my rose!

The pizzas are big enough to be shared by two, or devoured by one hungry adult. I opted for the margherita and added prosciutto. The pizzas come out as they're ready, and mine was perfect. Delicious sauce, fresh basil, creamy cheese, and ultra-thin prosciutto, all on a chewy, thin, oven-baked crust. I somehow managed to control myself and only eat half, only because I wanted the leftovers for later!

Our server was friendly and funny, and the food and atmosphere was fabulous. This would be a great spot for a date, or an excellent place to take out-of-town guests for a quality meal that feels a little special (without being pretentious). Can't wait to go back!",2018-01-05 18:29:52
ZTkuKoOt2vp584A-8hDvBA,ZCF-HvfbITnNcaomqT5XRw,5.0,"Exo roast is LEGIT.

The warehouse-style building is trendy, open and relaxed - the first time I visited, I felt as though I was transported to Brooklyn or Chicago. Although it feels COOL to hang out here, it's not TOO cool - a welcoming and chill space to enjoy coffee, do some work, or meet friends.

Excellent options for coffee and food, including a spicy Chiltepin cold brew coffee, unlike anything I've ever tasted. Refreshing with a hint of spice at the end, and mixed with some cream, it even gives some chocolatey notes to the palate. 

Lots of interesting options to sample here, and of course, it all starts with a solidly roasted coffee bean. Food and bakery options abound, too - a little something for everyone.

I like hanging out here.",2017-09-11 16:52:36
ZUjtrujFUynsLY7lHc2zow,nEaTbGFlU7d9eLU2kl6KBw,5.0,"UPDATE (early 2017?):  Tacos saw another 25c increase to 2.99 each, but again, plenty of meat in each.

UPDATE (August 1, 2015):  Tacos saw a 25cent price increase (reflected below) ... but still overhwhelmingly worth it!
--------------------------------------------------------------------------------

I've only been here for lunch because it's not too far from work... wish I LIVED closer because this place is probably my favorite ""dive"" for authentic tacos.

I have tried their barbacoa, carne asada, carnitas, and el pastor tacos; and aslo their red chili entree.  All were very good, but the tacos were outstanding... and (now) only $2.75 each.

For every taco, the meats are grilled-to-order; they come piled high with LOTS of meat; guacamole, and pico de gallo (bascially a ""dry"" salsa comprised of chopped onions, tomatoes, cilantro and a few other things). All of this is included in the $2.75.  Their additional salsas (green, red, hot, mild) are also very good, but you won't need them because the taco is so good ""as-is""!  Generally, 2-3 tacos will satisfy the average woman and 3-4 of these larger-than-average soft tacos will fill the average guy.

Ambiance is typical ""dive"" with very simple offerings for seating and tables.  The venue has approximately 7-8 tables indoors and 3-4 on the front patio.  Parking is ample/free in the form of a shared strip-mall lot that includes several other small eateries.

There are no ""waiters"" but the counter staff and chef have always been warm and friendly.  Drinks are fountain style (self-serve) and include one of my favorite guilty pleasures: apple soda.  They also have plain seltzer water from the fountain dispensers.  The salsa and fixings bar is readily self-serve with a fresh variety of sauces and pico de gallos.
I highly recommend this place.",2015-05-14 23:35:58
ZWPNTZeW5pnpAp69PoQAow,aoBQW6IKzgE-Hst2r_oAEg,2.0,"Sadly Sports West has gone downhill and is in disrepair:

It's Just OK. Now I know why I got no enrollment fee and it's only 40 per month now, let me explain...

Honestly I'm staying a member simply because I live a few blocks away and one of my friends I grew up with is an incredible trainer there and it's only 40 bucks a month for me.

The men's locker room, showers, steam room, and dry sauna are super run down and deferred janitorial and maintenance seems to be the policy. The towels are super rough and like sandpaper. The Men's steam room has a broken door that is untrue to frame and the steam is out of order most of the time. The wood work in the dry sauna has got to be decades old, and is rotting and creaking and ready to break and hurt someone at any moment. The shower fixtures are unacceptable: some are only hot water, some are only cold, and most spray water in a way that is painful to the skin.

I have been a member (this time) for less than one month after being away for over 2 years, and I have to mention that nothing much has changed or improved over the years, in fact it's gotten worse. Some of the current staff, young kids, that run the front counter are rather brash or even rude in the morning, and don't make me feel welcome when I arrive. I even remember hearing one of them make a comment to his buddy that his meal time was being interrupted or something, and all I could observe is that this particular kid only wanted to chat with friends and eat. 

When I left that morning I had to wait around for several minutes to trade my locker key for my membership card and other members were also gathering around front counter looking for assistance as well before one of them yelled out. Then this male employee comes out with a mouthful of food and a bad attitude!  I'm like: your STILL eating? He looked at me like I just offered edification and said ALL I DO IS EAT! Then laughed it off like it was acceptable to be like that.

Some of the staff there are super unprofessional and some are just the opposite and very nice and friendly! So I'm not generalizing that the entire staff has a training issue, only most of them. So it's a like a dice roll or based on someone's mood that day. I'm considering getting a tour of Lakeridge Athletic Club, I hear it's super nice and I'd rather pay more and be happy than deal with a gym that won't repair or renovate or properly train their staff.

Thanks for considering my opinion and what is true for me.

Thanks for listening.",2015-11-21 16:58:31
