商家ID,店名,地址,城市,州,纬度,经度,评分,评论数,分类,营业时间
NJe5fkia_63rdKXRdJlmkA,Chatayee Thai,1227 Walnut St,Philadelphia,PA,39.9491987,-75.1618495,4.5,222,"Restaurants, Thai, Vegetarian, Vegan","{'Monday': '0:0-0:0', 'Wednesday': '15:0-22:0', 'Thursday': '15:0-22:0', 'Friday': '15:0-23:0', 'Saturday': '15:0-23:0', 'Sunday': '15:0-22:0'}"
P35nwRGaG1FMn-l8xPEY2Q,Pionic Pizza and Pasta,2643 N Campbell Ave,Tucson,AZ,32.255177,-110.944337,4.0,227,"Italian, Pizza, Restaurants",{'Monday': '0:0-0:0'}
KbKuKzmbdzdfrRwgAE6EGw,Palomino Restaurant & Bar,"49 West Maryland St, Ste 189",Indianapolis,IN,39.765933,-86.159567,3.5,368,"Italian, Mediterranean, American (New), Restaurants, American (Traditional)","{'Monday': '11:15-22:0', 'Tuesday': '11:15-22:0', 'Wednesday': '11:15-22:0', 'Thursday': '11:15-22:0', 'Friday': '11:15-23:0', 'Saturday': '11:15-23:0', 'Sunday': '10:0-21:0'}"
e1P-sfC54cO7WoAYRXvBxA,Red Feather Lounge,246 N 8th St,Boise,ID,43.6166836893,-116.2022916859,4.0,330,"Local Flavor, Bars, Lounges, American (New), Restaurants, Nightlife","{'Monday': '11:0-0:0', 'Tuesday': '11:0-0:0', 'Wednesday': '11:0-0:0', 'Thursday': '11:0-0:0', 'Friday': '11:0-2:0', 'Saturday': '8:0-2:0', 'Sunday': '8:0-0:0'}"
jqvjI5FrOO-Ze9EQnmEn_Q,Pudge's Steaks & Hoagies,1555 Sumneytown Pike,Kulpsville,PA,40.2421534,-75.3347954,4.5,106,"Cheesesteaks, Restaurants","{'Monday': '11:0-20:0', 'Tuesday': '11:0-20:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-20:0', 'Friday': '11:0-20:30', 'Saturday': '11:0-20:30', 'Sunday': '11:0-19:0'}"
PigxRedNhAogtfXW2h0t5A,Nebraska Mini Mart,4815 N Nebraska Ave,Tampa,FL,27.9892386,-82.4508395,4.0,114,"Restaurants, American (New), Desserts, Chicken Wings, Ice Cream & Frozen Yogurt, Food, Convenience Stores, Burgers","{'Monday': '0:0-0:0', 'Friday': '16:0-21:0', 'Saturday': '12:0-21:0', 'Sunday': '12:0-20:0'}"
s-kBvCb79CQlEZ0-_3nVaw,Taco Shop,811 S Center St,Reno,NV,39.517679,-119.807944,4.5,149,"Tacos, Restaurants, Mexican","{'Monday': '0:0-0:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0'}"
sy9erwW0yTpjsTQ1eLtnUQ,The Orange Couch,2339 Royal St,New Orleans,LA,29.9648442,-90.0542546,4.0,218,"Coffee & Tea, Food","{'Monday': '7:0-20:0', 'Tuesday': '7:0-20:0', 'Wednesday': '7:0-20:0', 'Thursday': '7:0-20:0', 'Friday': '7:0-20:0', 'Saturday': '7:0-20:0', 'Sunday': '7:0-20:0'}"
7Vy1FHvdD22nzEB6zfaUFQ,Another Broken Egg Cafe,9435 N Meridian St,Indianapolis,IN,39.925216,-86.156117,4.0,503,"American (Traditional), Cafes, Food, Breakfast & Brunch, Specialty Food, Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '7:0-14:0', 'Wednesday': '7:0-14:0', 'Thursday': '7:0-14:0', 'Friday': '7:0-14:0', 'Saturday': '7:0-14:0', 'Sunday': '7:0-14:0'}"
alM80dgR9izB_svltTw1Nw,Argilla Brewing,2667 Kirkwood Hwy,Newark,DE,39.7067386,-75.6851082,3.5,148,"Food, Restaurants, Bars, Pubs, Nightlife, Breweries, Pizza","{'Monday': '0:0-0:0', 'Wednesday': '12:0-21:0', 'Thursday': '12:0-21:0', 'Friday': '12:0-22:0', 'Saturday': '12:0-22:0', 'Sunday': '12:0-21:0'}"
JXhIz744GI7U_ereD9Nf8g,Jack's Cafe,2200 Victorian Ave,Sparks,NV,39.5354668,-119.7736902,4.0,281,"Breakfast & Brunch, Sandwiches, Coffee & Tea, Food, Restaurants, American (New), American (Traditional)","{'Monday': '7:0-14:0', 'Tuesday': '7:0-14:0', 'Wednesday': '7:0-14:0', 'Thursday': '7:0-14:0', 'Friday': '7:0-14:0', 'Saturday': '7:0-14:0', 'Sunday': '7:0-14:0'}"
ydmJoaK1PMlwLvMnbFXf1w,Amici,3218 Magazine St,New Orleans,LA,29.9236819838,-90.0868363439,3.5,254,"Nightlife, Bars, Restaurants, Breakfast & Brunch, Italian","{'Monday': '0:0-0:0', 'Tuesday': '17:0-21:0', 'Wednesday': '17:0-21:0', 'Thursday': '17:0-21:0', 'Friday': '17:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-21:0'}"
TF9Kq-xq7J6Kd3_E0Xl5HQ,Stacked Pickle,"910 W 10th St, Ste 1",Indianapolis,IN,39.781125424,-86.1753181368,3.0,135,"Fast Food, Restaurants, Bars, Sandwiches, Chicken Wings, Nightlife, Sports Bars, Burgers","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-21:0'}"
L-wv-QK9VoUZX6zUcJwSSw,First Watch,5055 N Oracle Rd,Tucson,AZ,32.29775,-110.9796853,4.0,274,"Restaurants, Cafes, Breakfast & Brunch, American (Traditional)","{'Monday': '0:0-0:0', 'Tuesday': '7:0-14:30', 'Wednesday': '7:0-14:30', 'Thursday': '7:0-14:30', 'Friday': '7:0-14:30', 'Saturday': '7:0-14:30', 'Sunday': '7:0-14:30'}"
qnQrX6iFDH2eZidMqF2btw,Grain River Asian Bistro,"12985 N Oracle Rd, Ste 125",Tucson,AZ,32.441786,-110.936221,4.0,135,"Asian Fusion, Restaurants","{'Tuesday': '16:0-20:0', 'Wednesday': '16:0-20:0', 'Thursday': '16:0-20:0', 'Friday': '16:0-20:0', 'Saturday': '11:0-20:0', 'Sunday': '15:0-20:0'}"
WIR5g_Crb9qF-mRI9IeJhQ,TGI Fridays,3330 Veterans Blvd,Metairie,LA,30.002777,-90.1580571,2.0,186,"Nightlife, Bars, Restaurants, American (New), Burgers, Sports Bars, American (Traditional)","{'Monday': '11:0-0:0', 'Tuesday': '11:0-0:0', 'Wednesday': '11:0-0:0', 'Thursday': '10:30-21:30', 'Friday': '10:30-23:30', 'Saturday': '11:0-1:0', 'Sunday': '11:0-0:0'}"
YLYLVY1HuQG1IvYjXyHzww,IHOP,4910 Spruce St,TAMPA,FL,27.95926,-82.5262609067,2.5,106,"Restaurants, American (Traditional), American (New), Breakfast & Brunch, Burgers","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
dXYmCOVFSsKBkRq_0-tIaw,Audabon Bakeshop,145 N 11th St,Philadelphia,PA,39.9548827769,-75.1574696681,4.0,127,"Desserts, Bakeries, Food, Caterers, Event Planning & Services","{'Wednesday': '12:0-20:0', 'Thursday': '12:0-20:0', 'Friday': '12:0-20:0', 'Saturday': '12:0-20:0', 'Sunday': '12:0-18:0'}"
OuJ9rEv3NbMOSndjQyqtGw,Berlins Doener,4195 34th St S,Saint Petersburg,FL,27.7299732,-82.679696,4.5,166,"Restaurants, Kebab, German","{'Monday': '0:0-0:0', 'Tuesday': '11:0-18:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-22:0'}"
mVB1bPARx9FnyAONp2PNkA,Pit Stop BBQ & Grill,932 E Main St,Brownsburg,IN,39.8379196,-86.3810297,3.5,106,"Barbeque, Buffets, Sandwiches, Breakfast & Brunch, Restaurants, Steakhouses, Food, Smokehouse","{'Monday': '11:0-19:30', 'Tuesday': '11:0-19:30', 'Wednesday': '11:0-19:30', 'Thursday': '11:0-19:30', 'Friday': '11:0-20:0', 'Saturday': '11:0-20:0'}"
Cjwb7VQGP0u2eWYj1wnO3g,Vango Lounge & Skybar,116 S 18th St,Philadelphia,PA,39.9511992,-75.1706583,2.0,357,"Lounges, Restaurants, Greek, Nightlife, Bars, Japanese, Mediterranean","{'Monday': '17:0-2:0', 'Tuesday': '17:0-2:0', 'Wednesday': '17:0-2:0', 'Thursday': '17:0-2:0', 'Friday': '17:0-2:0', 'Saturday': '17:0-2:0', 'Sunday': '17:0-2:0'}"
fEfGvg0vKsKel9nvUdBTMQ,Rotier's Restaurant,2413 Elliston Pl,Nashville,TN,36.147759,-86.8078632,4.0,319,"American (Traditional), Sandwiches, Burgers, Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '11:0-15:30', 'Wednesday': '11:0-15:30', 'Thursday': '11:0-15:30', 'Friday': '11:0-15:30', 'Saturday': '11:0-15:30'}"
zlNtAPz4GvSUiljQ-D3cvQ,Big Pie Pizza,407 Baronne St,New Orleans,LA,29.9509566,-90.0730633,3.0,200,"Pizza, Sandwiches, Italian, Restaurants","{'Monday': '10:0-22:0', 'Tuesday': '10:0-22:0', 'Wednesday': '10:0-22:0', 'Thursday': '10:0-22:0', 'Friday': '10:0-22:0', 'Saturday': '11:0-21:0', 'Sunday': '12:0-21:0'}"
2TK1p6uIO7dHDWOQeit0Fg,Trip's Diner - Tampa,6416 N Florida Ave,Tampa,FL,28.0054259308,-82.4596405966,4.5,314,"American (Traditional), Diners, Restaurants, Breakfast & Brunch","{'Monday': '7:0-21:0', 'Tuesday': '7:0-21:0', 'Wednesday': '7:0-21:0', 'Thursday': '7:0-21:0', 'Friday': '7:0-21:0', 'Saturday': '7:0-21:0', 'Sunday': '7:0-15:0'}"
cuYMRqzehT24XJk-YSrExw,Polish Cottage,4520 E Broadway Blvd,Tucson,AZ,32.2211743837,-110.8958979324,4.5,290,"Polish, Restaurants, American (New)","{'Monday': '0:0-0:0', 'Tuesday': '11:0-15:0', 'Wednesday': '12:0-20:0', 'Thursday': '12:0-20:0', 'Friday': '12:0-20:0', 'Saturday': '12:0-20:0', 'Sunday': '12:0-20:0'}"
uTUTULYSAmHGK7w5DDw5iA,A Cup Of Tea,115 N 9th St,Philadelphia,PA,39.95393,-75.1544914,4.5,100,"Bubble Tea, Food","{'Monday': '11:0-22:30', 'Tuesday': '11:0-22:30', 'Wednesday': '11:0-22:30', 'Thursday': '11:0-22:30', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-22:30'}"
RmShOF-8MxNjlXATWs_2Dg,Villa Peru,"1745 E River Rd, Ste 165",Tucson,AZ,32.2886082,-110.9458669,4.0,176,"Restaurants, Soup, Peruvian, Latin American, Seafood, Nightlife, Sandwiches, Cocktail Bars, Bars","{'Monday': '0:0-0:0', 'Tuesday': '16:0-21:0', 'Wednesday': '16:0-21:0', 'Thursday': '16:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '10:0-19:0'}"
VTJaTUZ91_OEASP9RFMK0A,Harold Seltzer's Steakhouse,"9409 US Hwy 19, Ste 493",Port Richey,FL,28.294644,-82.711403,3.5,176,"Steakhouses, Seafood, American (Traditional), Restaurants","{'Monday': '15:0-21:0', 'Tuesday': '15:0-21:0', 'Wednesday': '15:0-21:0', 'Thursday': '15:0-21:0', 'Friday': '15:0-22:0', 'Saturday': '15:0-22:0', 'Sunday': '12:0-21:0'}"
7kLE0V9Pid6dx1vD4-jQfQ,Maoz Vegetarian,248 South St,Philadelphia,PA,39.9412785,-75.1473324,4.0,159,"Sandwiches, Middle Eastern, Vegetarian, Restaurants","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-0:0', 'Saturday': '11:0-0:0', 'Sunday': '11:0-22:0'}"
c_xAbBTeiIHqPm1zMOvQcg,Iron Barley's High Hog Ridge,3367 High Ridge Blvd,High Ridge,MO,38.450404,-90.541772,4.0,436,"American (New), Bars, Barbeque, Seafood, Restaurants, Nightlife, Salad, American (Traditional)","{'Tuesday': '11:0-20:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-20:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0'}"
cpsdgiE7hmOw8UtymGTkCQ,Oak,8118 Oak St,New Orleans,LA,29.9475942,-90.1303617,4.0,125,"Beer, Wine & Spirits, Bars, Tapas Bars, Restaurants, Food, Nightlife, Wine Bars","{'Tuesday': '17:0-23:0', 'Wednesday': '17:0-23:0', 'Thursday': '17:0-23:0', 'Friday': '17:0-23:0', 'Saturday': '17:0-23:0'}"
hqm2zJ1WY5UaVGZ6j07NNA,The Turning Point - Cherry Hill,606 Haddonfield Rd,Cherry Hill,NJ,39.932278,-75.030517,3.5,243,"Breakfast & Brunch, Restaurants, American (Traditional), Food, Coffee & Tea","{'Monday': '0:0-0:0', 'Tuesday': '7:30-15:0', 'Wednesday': '7:30-15:0', 'Thursday': '7:30-15:0', 'Friday': '7:30-15:0', 'Saturday': '7:30-15:0', 'Sunday': '7:30-15:0'}"
X4kLBCoQeS-x6zVH7fnOvw,Wok & Roll,3000 W Ina Rd,Tucson,AZ,32.3378308,-111.0323951,3.5,239,"Japanese, Sushi Bars, Restaurants, Chinese","{'Monday': '11:0-21:30', 'Tuesday': '11:0-21:30', 'Wednesday': '11:0-21:30', 'Thursday': '11:0-21:30', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-21:30'}"
n7XtDJQVnxb1UzPPzlOlHQ,El Diablo Burritos,1826-1828 Marsh Rd,Wilmington,DE,39.8040688598,-75.5045807362,4.5,171,"Restaurants, Fast Food, Mexican, Tex-Mex, Tacos","{'Monday': '0:0-0:0', 'Tuesday': '11:0-16:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-16:0'}"
rMtVhAJN1GVoO23o686hcQ,Tenn Sixteen,1016 Woodland St,Nashville,TN,36.1772918057,-86.7503264067,4.0,305,"Nightlife, Pubs, Restaurants, American (Traditional), Bars, Cajun/Creole","{'Monday': '11:0-0:0', 'Tuesday': '11:0-0:0', 'Wednesday': '11:0-0:0', 'Thursday': '11:0-0:0', 'Friday': '11:0-1:0', 'Saturday': '11:0-1:0', 'Sunday': '10:0-0:0'}"
QGUj9Za0iG_OJz0CqujE_Q,St. Pete Bagel Co.,7043 4th St N,Saint Petersburg,FL,27.8364616,-82.6382577,4.5,265,"Sandwiches, Restaurants, Bagels, Food, Donuts, Coffee & Tea","{'Monday': '6:0-13:0', 'Tuesday': '6:0-13:0', 'Wednesday': '6:0-13:0', 'Thursday': '6:0-13:0', 'Friday': '6:0-13:0', 'Saturday': '6:0-13:0', 'Sunday': '7:0-13:0'}"
jH1AttbdbqczQNpHorYH3g,LaScala's Pronto - Mt. Laurel,4040 Dearborn Cir,Mount Laurel,NJ,39.9706951,-74.9011132,3.0,114,"Restaurants, Pizza, Italian","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:30', 'Saturday': '11:0-21:30', 'Sunday': '11:0-21:0'}"
h7zTzXGy7CGNTUaNtr_RTg,Miller's Ale House,Dr Martin Luther King Jr St N,St Petersburg,FL,27.844783115,-82.6463336123,3.5,178,"Restaurants, Bars, Nightlife, Seafood, American (Traditional), American (New), Sports Bars","{'Monday': '0:0-0:0', 'Tuesday': '11:0-0:0', 'Wednesday': '11:0-0:0', 'Thursday': '11:0-0:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-1:0', 'Sunday': '11:0-0:0'}"
VOcGcN0bvGU_nzxbJgR5jQ,Bettina,1014 Coast Village Rd,Santa Barbara,CA,34.4225616,-119.6517163,4.5,311,"Restaurants, Italian, Pizza","{'Monday': '0:0-0:0', 'Tuesday': '16:0-20:30', 'Wednesday': '16:0-20:30', 'Thursday': '16:0-20:30', 'Friday': '16:0-20:30', 'Saturday': '16:0-20:30', 'Sunday': '16:0-20:30'}"
G3w7XlKj1kf_5ddg4Faxpw,Wheelhouse Downtown,1000 Spruce St,Saint Louis,MO,38.623623,-90.19703,3.0,295,"Restaurants, Nightlife, Bars, Burgers, Sandwiches, Salad, Breakfast & Brunch","{'Monday': '8:0-1:0', 'Wednesday': '8:0-1:0', 'Friday': '17:0-3:0', 'Saturday': '10:0-3:0', 'Sunday': '10:0-18:0'}"
lpDOqBhkJlxACzKQGAj_uA,Whole Foods Market,929 South St,Philadelphia,PA,39.942897,-75.157883,3.5,279,"Health Markets, Specialty Food, Grocery, Organic Stores, Food","{'Monday': '0:0-0:0', 'Tuesday': '7:0-23:45', 'Wednesday': '7:0-23:45', 'Thursday': '7:0-17:0', 'Friday': '7:0-21:0', 'Saturday': '9:0-20:0', 'Sunday': '7:0-21:0'}"
JgDCHRGh9b_mFe5V71_u_Q,Amaravati Indian Cuisine,5012 Thoroughbred Ln,Brentwood,TN,36.0365821573,-86.7893158177,4.5,108,"Halal, Caterers, Restaurants, Indian, Event Planning & Services","{'Monday': '0:0-0:0', 'Tuesday': '17:0-21:30', 'Wednesday': '17:0-21:30', 'Thursday': '17:0-21:30', 'Friday': '17:0-22:0', 'Saturday': '17:0-22:0', 'Sunday': '17:0-21:0'}"
RdDLX9i5pp1nKOecMiGTcQ,Sawasdee Thai Cuisine,1222 W 86th St,Indianapolis,IN,39.9130904,-86.1813717,4.0,251,"Seafood, Thai, Soup, Restaurants","{'Monday': '17:0-21:0', 'Tuesday': '17:0-21:0', 'Wednesday': '17:0-21:0', 'Thursday': '17:0-21:0', 'Friday': '17:0-21:0', 'Saturday': '17:0-21:0', 'Sunday': '17:0-20:0'}"
um2W1Gi4-zR7e17t5pZ_Pg,Nashville Street Tacos,129 2nd Ave N,Nashville,TN,36.1626250764,-86.7758470774,3.5,103,"Restaurants, Mexican, Food","{'Monday': '11:0-21:0', 'Tuesday': '11:0-23:0', 'Wednesday': '11:0-23:0', 'Thursday': '11:0-0:0', 'Friday': '11:0-3:0', 'Saturday': '11:0-3:0', 'Sunday': '11:0-21:0'}"
Xm3fazqrD-Fi4tVPlc4i6Q,Caplinger's Fresh Catch,7460 N Shadeland Ave,Indianapolis,IN,39.890326,-86.046951,4.5,738,"Sandwiches, Cajun/Creole, Specialty Food, Food, Seafood, American (New), Restaurants, Seafood Markets","{'Monday': '10:0-20:0', 'Tuesday': '10:0-20:0', 'Wednesday': '10:0-20:0', 'Thursday': '10:0-20:0', 'Friday': '10:0-21:0', 'Saturday': '10:0-21:0'}"
1xsBRB203LiYLcC3mktfdA,Kunin Wines,116 E Yanonali St,Santa Barbara,CA,34.4152803,-119.6899095,4.0,168,"Wine Tasting Room, Wineries, Arts & Entertainment, Wine Bars, Food, Nightlife, Bars, Beer, Wine & Spirits, Local Flavor","{'Monday': '11:0-19:0', 'Tuesday': '11:0-19:0', 'Wednesday': '11:0-19:0', 'Thursday': '11:0-19:0', 'Friday': '11:0-19:0', 'Saturday': '11:0-19:0', 'Sunday': '11:0-19:0'}"
gMMB9h6NErOo9MlDBRJkXw,The Igloo,2223 Grays Ferry,Philadelphia,PA,39.945142,-75.179458,4.0,140,"Food, Ice Cream & Frozen Yogurt","{'Monday': '12:0-23:0', 'Tuesday': '12:0-23:0', 'Wednesday': '12:0-23:0', 'Thursday': '12:0-23:0', 'Friday': '12:0-0:0', 'Saturday': '12:0-0:0', 'Sunday': '12:0-23:0'}"
1ROHLAfputpAhqVmCiclnw,Texas Roadhouse,968 W Irvington Rd,Tucson,AZ,32.16414,-110.98317,3.5,152,"Steakhouses, Restaurants, Tex-Mex, American (Traditional), Burgers, Barbeque","{'Monday': '0:0-0:0', 'Tuesday': '15:30-21:30', 'Wednesday': '15:30-21:30', 'Thursday': '15:30-21:30', 'Friday': '15:30-22:30', 'Saturday': '11:0-22:30', 'Sunday': '11:0-21:0'}"
kBCB53psaoKcHwv4kNByOg,Lombardo's Trattoria,201 S 20th St,Saint Louis,MO,38.6279912,-90.2102467,4.0,348,"Nightlife, Seafood, Bars, Pizza, Steakhouses, Restaurants, Italian, Wine Bars","{'Tuesday': '15:0-21:0', 'Wednesday': '15:0-21:0', 'Thursday': '15:0-21:0', 'Friday': '15:0-22:0', 'Saturday': '16:0-22:0'}"
vpNJJNVgVmf2u1lfdFh81w,Matyson,37 S 19th St,Philadelphia,PA,39.952304,-75.1715399,4.0,402,"Breakfast & Brunch, Restaurants, American (New)","{'Monday': '17:0-22:0', 'Tuesday': '17:0-22:0', 'Wednesday': '17:0-22:0', 'Thursday': '17:0-22:0', 'Friday': '17:0-23:0', 'Saturday': '17:0-23:0'}"
tV764PZN2iq2PbirfnwWlQ,The Iron Skillet,2489 W 30th St,Indianapolis,IN,39.8095677713,-86.2008123792,4.5,102,"American (New), Restaurants","{'Wednesday': '17:0-20:30', 'Thursday': '17:0-20:30', 'Friday': '17:0-20:30', 'Saturday': '17:0-20:30', 'Sunday': '12:0-19:30'}"
SeneXbKmhHhPtzyTDPDnvA,Sam's To Go - Isla Vista,6560 Pardall Rd,Isla Vista,CA,34.413137,-119.8566658,4.0,135,"Bars, American (New), Sandwiches, Nightlife, Beer Bar, Restaurants","{'Monday': '9:0-22:30', 'Tuesday': '9:0-22:30', 'Wednesday': '9:0-22:30', 'Thursday': '9:0-22:30', 'Friday': '9:0-22:30', 'Saturday': '9:0-22:30', 'Sunday': '9:0-22:30'}"
jZSTJr11c4mo9NrKyJodnQ,HUMA Mexican Comfort,9880 - 63 Avenue,Edmonton,AB,53.5005875567,-113.4859028697,4.0,132,"Mexican, Restaurants","{'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-21:0'}"
1xe9CrVcBWNyz2Jcbk_J7A,El Jaripeo,30 E Washington Pointe Dr,Indianapolis,IN,39.7756767113,-85.9807375536,3.5,119,"Restaurants, Mexican","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:30-22:30', 'Saturday': '11:30-22:30', 'Sunday': '11:30-21:0'}"
5vsP48OLdoHm_EFYyUbbRg,Miss Saigon Bar & Grill,4650 W Ina Rd,Tucson,AZ,32.3384684,-111.0645061,4.0,180,"Vietnamese, Asian Fusion, Thai, Restaurants","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-21:0'}"
DgCVURTtxxLD9U-Y0NtySQ,California Pizza Kitchen,2500 E 2nd St,Reno,NV,39.5237301196,-119.777691914,3.0,131,"Restaurants, Nightlife, American (Traditional), Pizza, Cocktail Bars, American (New), Bars","{'Thursday': '17:0-0:0', 'Friday': '17:0-23:0', 'Saturday': '17:0-22:0', 'Sunday': '17:0-22:0'}"
qsLVHCPvRkDX2sQdQM-RDQ,Jamaica Jamaica Island Cuisine,"8206 W Waters Ave, Ste 116",Tampa,FL,28.0254938,-82.5724024,4.5,160,"Restaurants, Caribbean, Seafood","{'Monday': '0:0-0:0', 'Tuesday': '10:0-20:0', 'Wednesday': '10:0-20:0', 'Thursday': '10:0-20:0', 'Friday': '10:0-21:0', 'Saturday': '10:0-21:0'}"
TiywUz1q7Yw8JL4daD4fKQ,Carrabba's Italian Grill,3210 Tillman Dr,Bensalem,PA,40.1153418721,-74.9590072,3.5,150,"Restaurants, Italian, Seafood","{'Monday': '0:0-0:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-21:0'}"
cA_bpmM4hyNv5ERtSvYaIQ,City Barbeque,7863 US 31 S,Indianapolis,IN,39.6522105,-86.1379512,4.0,154,"Restaurants, Event Planning & Services, Barbeque, Caterers, American (Traditional)","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '10:30-19:30'}"
Bl6QNjzmtG779fI5Hm4gfA,Rey Azteca,80 York Rd,Warminster,PA,40.1924398,-75.1030662,4.0,239,"Mexican, Restaurants","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '12:0-21:0'}"
zCELc_Vqc0EbnTwbkpUIEA,Joe's Peking Duck House,145 Rt 73 S,Marlton,NJ,39.8906210437,-74.9274950521,4.0,274,"Chinese, Restaurants","{'Tuesday': '11:30-22:0', 'Wednesday': '11:30-22:0', 'Thursday': '11:30-22:0', 'Friday': '11:0-22:30', 'Saturday': '11:0-22:30', 'Sunday': '11:30-21:30'}"
U_U6C9AF7xmQijTTUFRzkQ,Crabby's Bar & Grill,333 S Gulfview Blvd,Clearwater Beach,FL,27.9721033763,-82.8292703928,3.5,662,"Beer, Wine & Spirits, Seafood, Breakfast & Brunch, American (Traditional), Food, Bars, Restaurants, Nightlife","{'Monday': '0:0-0:0', 'Tuesday': '8:0-16:0', 'Wednesday': '8:0-23:0', 'Thursday': '8:0-23:0', 'Friday': '8:0-0:0', 'Saturday': '8:0-0:0', 'Sunday': '8:0-23:0'}"
VsH6yBTyJaA85-z6yz5JBg,Kaffir Thai Cuisine,20 E Eagle Rd,Havertown,PA,39.988586,-75.310492,3.5,154,"Restaurants, Thai","{'Tuesday': '12:0-22:30', 'Wednesday': '12:0-22:30', 'Thursday': '12:0-22:30', 'Friday': '16:30-22:0', 'Saturday': '16:30-22:0'}"
fzYu9Rh-oqlg95QzkbIO0A,Taps Restaurant Bar & Lounge,777 North Ashley Dr,Tampa,FL,27.9501068,-82.4602853,3.5,334,"Food, American (New), Tapas/Small Plates, Mexican, Wine Bars, Restaurants, Gastropubs, Nightlife, Bars, Beer, Wine & Spirits, Tacos, Sandwiches, Cocktail Bars","{'Monday': '11:30-23:0', 'Tuesday': '11:30-23:0', 'Wednesday': '11:30-23:0', 'Thursday': '11:30-0:0', 'Friday': '11:30-2:0', 'Saturday': '11:30-2:0', 'Sunday': '11:30-23:0'}"
rEQ82fSKZBbVtk9h14whog,Brauhaus 701,713 S Virginia St,Reno,NV,39.5179805,-119.8095246,3.5,142,"Burgers, Restaurants, Bars, German, Vegan, Nightlife","{'Monday': '17:0-23:0', 'Tuesday': '17:0-23:0', 'Wednesday': '17:0-23:0', 'Thursday': '17:0-23:0', 'Friday': '15:0-0:0', 'Saturday': '12:0-0:0', 'Sunday': '12:0-23:0'}"
q36uZc2hQml10YGHazJaoQ,Secret Bao,1201 Anacapa St,Santa Barbara,CA,34.4244769367,-119.7035096092,4.5,145,"Pop-Up Restaurants, Korean, Restaurants, Asian Fusion","{'Wednesday': '17:0-20:0', 'Thursday': '17:0-20:0', 'Friday': '17:0-21:0', 'Saturday': '17:0-21:0', 'Sunday': '17:0-20:0'}"
