用户ID,商家ID,评分,评论时间
RmXIjppHNtVveguN10iO1g,PP3BBaVxZLcJU54uP_wL6Q,3.0,2009-05-17 02:20:13
RoN7vGQN0FvrVp225ZF4Ag,HoKH4Rk7wHfVT-60aYIYwA,1.0,2016-09-05 00:21:59
RozW31TWJMSsBPjnzOZgbA,8MzF1Tlgz0pOkxmhP5dYzA,5.0,2020-11-19 19:21:27
RozW31TWJMSsBPjnzOZgbA,93UD654AB6IzMPFlQgwfOg,4.0,2020-06-02 23:21:39
RozW31TWJMSsBPjnzOZgbA,9VjTlbKOI8Tlo2gwkMpdgw,4.0,2020-07-18 23:43:32
RozW31TWJMSsBPjnzOZgbA,AcGOk0jbFkvI1QzDpkqA8w,4.0,2020-07-27 15:55:53
RozW31TWJMSsBPjnzOZgbA,B1OjiK9Bx5t_mIm9I6mZ-Q,5.0,2021-10-08 20:33:34
RozW31TWJMSsBPjnzOZgbA,BMKJ3JyD_r_SQ1JXAzo1Hw,4.0,2021-10-20 16:13:17
RozW31TWJMSsBPjnzOZgbA,E3Qk7xTznkT0SABL2ltpHA,4.0,2021-06-09 20:50:55
RozW31TWJMSsBPjnzOZgbA,I5jxUHS1Dp2rg40eDzyiCA,5.0,2021-03-28 19:29:18
RozW31TWJMSsBPjnzOZgbA,NHUEUVm5VfkbBwGrXOtitw,5.0,2021-01-26 19:31:08
RozW31TWJMSsBPjnzOZgbA,PigxRedNhAogtfXW2h0t5A,4.0,2019-03-04 16:30:33
RozW31TWJMSsBPjnzOZgbA,Ps7Q7BOKzJO4nDTUhbk43Q,5.0,2019-11-05 12:40:24
RozW31TWJMSsBPjnzOZgbA,Ucl9Vo5lwrUmYbV8Dv8X5g,5.0,2019-06-06 17:26:15
RozW31TWJMSsBPjnzOZgbA,VCGOGpOYnomj7o2qeVHHiA,4.0,2020-07-30 18:44:01
RozW31TWJMSsBPjnzOZgbA,ZtAO8lm9H05HSaPx47ArVA,4.0,2021-06-18 12:16:54
RozW31TWJMSsBPjnzOZgbA,aQFQIlyHasaTz5DtjV57nQ,5.0,2020-02-23 18:00:19
RozW31TWJMSsBPjnzOZgbA,dIpTuL2T1L98GQGU17IeSw,4.0,2021-06-02 14:49:54
RozW31TWJMSsBPjnzOZgbA,e0WnUHCMQBdSFQXFqGwXAQ,2.0,2021-04-17 19:45:03
RozW31TWJMSsBPjnzOZgbA,fgboXnRdTBPfiBMzpuQu1A,5.0,2019-11-27 15:53:38
RozW31TWJMSsBPjnzOZgbA,i_kM6kP4u4Wxr3o3_9XN_A,4.0,2020-11-07 12:27:53
RozW31TWJMSsBPjnzOZgbA,jmXrmPfM_X0dm-9OU8pUKg,4.0,2020-05-12 18:39:58
RozW31TWJMSsBPjnzOZgbA,mEudf3Z2rKw-DoEbsImUCQ,5.0,2019-04-13 19:17:23
RozW31TWJMSsBPjnzOZgbA,syX56DgsypCm35ZGASzuxA,4.0,2019-12-04 14:04:28
RozW31TWJMSsBPjnzOZgbA,va0tlKELSwfwuPpmsYhqSw,5.0,2021-05-05 15:58:35
RpCBawMgTjeAugLOmpd5Gw,znx1v_c2IPKOXlYAbqFYvg,1.0,2010-01-22 23:45:29
RpJwVBqxFOhNt58ti-Brig,VsH6yBTyJaA85-z6yz5JBg,4.0,2008-02-21 01:10:44
RpgDtSpeeSZUEnh2PGot-A,KHe6HAqmyioITwTvg9Bbcg,5.0,2020-01-10 18:37:02
Rrmb6UQUR-U3an6wy2h9wA,hkh5iyDeGLNhu-JUQFRE1Q,4.0,2018-08-28 08:09:30
RsSHMsYK9BIRr4d35yJOLA,UtVrrnZjUh29lcZZz7gFmQ,1.0,2021-04-05 00:00:12
RsnB0SOUAqgqCfamc0iZIg,rTXNiH-RROF1OQHVIn5qJQ,5.0,2014-02-02 00:44:14
RuYYtPAdhVjQ6u6GqmgZHw,4QMIJJWQOh7zpEwOXhFJqw,4.0,2018-05-10 14:56:23
RuYYtPAdhVjQ6u6GqmgZHw,7_1GqlDlbkShY0az7J0XNg,4.0,2018-05-09 14:17:34
RuYYtPAdhVjQ6u6GqmgZHw,HLh0we-7JQ322p6a7z5hAA,4.0,2015-10-19 00:34:09
RuYYtPAdhVjQ6u6GqmgZHw,TjBvLFDUj2Hz6bkELIJbng,4.0,2020-03-04 14:02:30
RvI9RpAqywu6jRah1edJDw,bLJP0fVgscuUQy0hE_CRXA,4.0,2018-03-04 06:50:05
RvnKitrRUKt41GpBM0xGxg,KHe6HAqmyioITwTvg9Bbcg,5.0,2017-01-06 04:59:16
Rw-yMXT_D30SxQwrkRfxZQ,Oh3Q3QfhMl2DArFiLUrT9Q,2.0,2014-03-18 17:35:18
RwLm-HWnXh8LtWnie0_kIw,AMIEPDGK0AhOCmWKmRruwA,1.0,2012-03-29 16:32:38
RwPKUrc0ae54hV1DWU1MsQ,Dkd-YyNmNwVs8PzmEaTIXQ,4.0,2018-10-07 11:32:15
RwYB0r8kSt1WjTGUEDCPAg,MFxRPt8-B2xTYmon3s84kg,5.0,2019-12-15 05:07:55
Rx-113l9m4ex64C8DZPEbA,pWuoHHu0LuVrD0HjadDygg,1.0,2011-08-24 00:06:32
Rxmww5nPfQSADXK8B2B7qg,Esf3-D_44pArPd9GqysoCg,5.0,2019-09-22 15:51:03
Rxmww5nPfQSADXK8B2B7qg,XCHMsIpz2htBIvE7dxXL0g,5.0,2019-09-22 15:53:02
Rxmww5nPfQSADXK8B2B7qg,mMnkbIMG9MUW-rb5a5Q8Og,2.0,2019-09-22 18:29:40
Rxmww5nPfQSADXK8B2B7qg,vDU_pwTCyHBPs-JoklOMWQ,3.0,2019-09-22 18:24:47
Rxx3Eac70Q5AYLETwlMGiw,poviu-6n3iaRE4gdQz6OYw,5.0,2014-09-08 16:41:40
RzF5S8k1gboLT1_0AEmMug,SVSafDWg9r2Q5XEVOLPSSA,1.0,2019-07-26 00:00:16
RzF5S8k1gboLT1_0AEmMug,rncZirFO0DmWEz4mUg2NrQ,5.0,2020-08-13 21:47:30
S-TfcjAz5PtE6WimFEvNoQ,un0xxX785wfQfprryh0TjQ,5.0,2021-03-10 20:46:19
S0zqwiRSN188DIRx_vg2og,2E5fh57OvOQMWwxxEOkN8A,4.0,2017-02-20 10:50:48
S0zqwiRSN188DIRx_vg2og,ipPhk2H1S5MjswqJH7xrCA,4.0,2016-04-27 23:58:20
S0zqwiRSN188DIRx_vg2og,jmtDnQIeTgkjbGgazIJxFw,3.0,2016-04-06 00:28:22
S1bcv4QpwW7Ysy0T9edlOQ,HPqTJ_yF2ZJw87yHWnSzSg,3.0,2010-02-16 13:30:08
S1bcv4QpwW7Ysy0T9edlOQ,HS5CfzQ_gOJHgqwtv9rvNQ,3.0,2010-02-02 19:55:33
S1bcv4QpwW7Ysy0T9edlOQ,J8S7cPPlTgsQnXKVfTyN8g,4.0,2010-07-21 02:03:39
S1bcv4QpwW7Ysy0T9edlOQ,NB9wGhMqy27suWqNzk3laA,5.0,2010-01-21 14:04:57
S1bcv4QpwW7Ysy0T9edlOQ,ytynqOUb3hjKeJfRj5Tshw,5.0,2010-01-27 14:39:35
S1bcv4QpwW7Ysy0T9edlOQ,zp9OcdUq2CWtQuI9FFBOQQ,4.0,2010-06-23 21:23:53
S2nzw5-cxnVcMV8f9fLfXQ,KHe6HAqmyioITwTvg9Bbcg,4.0,2008-08-11 02:59:26
S3pLmxeNmEle4r4rXYraIw,OVbuOxR3zXExZCKLXewaVg,2.0,2016-06-19 02:04:13
S3pLmxeNmEle4r4rXYraIw,sCkBUXw-GrMvRRxcun-Alg,5.0,2018-04-28 21:32:33
S5-yNGUdDoSnp5A1puYjIQ,S2cKcdtOIDFyUfXYNPJUIw,4.0,2017-06-26 02:57:40
S5-yNGUdDoSnp5A1puYjIQ,x0hzVPfxWXRIu0yOSEnLCQ,5.0,2018-03-04 17:26:21
S65LF_t54BLuCZjyr3fEzg,n5i09tgSuzv9ZeIN9Qe5oQ,2.0,2014-01-12 13:12:38
S7jEEZVw3EJ6Guo3IiKCUA,FEXhWNCMkv22qG04E83Qjg,5.0,2019-08-28 14:26:30
S7jEEZVw3EJ6Guo3IiKCUA,JvawJ9bSr22xn4R9oLvl_w,5.0,2019-08-28 14:47:03
S7jEEZVw3EJ6Guo3IiKCUA,eCikDKFbaeYVNdCD2beX0Q,5.0,2019-08-28 14:37:55
S7zVbmIA1MHaTBqoZ6x8-Q,LVRRjPZZ2pRrOUbBN1rRCA,4.0,2014-03-21 15:09:37
S9GD5PRbE11cdF11xF32hg,Zqd_DHAtrdzRJ8u3zwrvEA,5.0,2016-11-10 01:02:02
S9vtNMvKK3B8V6dWaiS0Mg,G8qUUwXPhmQABBIbpbV47A,5.0,2018-07-17 22:40:48
SAZJ4KUljx4Q6JEzjYKmyg,gjbmwlYUImb2lQBp5LV3KA,5.0,2021-05-11 03:43:20
SAZeSmuUeq4uCAS5lMtuig,epVHdJqIFN0dtAiFvnVJVg,1.0,2015-06-11 01:48:42
SB0v_3xMDi1HIHF7PGF4Zw,jS3affmkXWrBnidXA-DIfQ,5.0,2017-06-05 17:24:36
SB6AnaxQEPg0uJgewo3ztw,Sb_YCZMaIyM4FUUjhsQRAg,4.0,2018-07-24 12:06:34
SBjQX8BNQk4KtLVf8W14zQ,dGUyXgFW1WSYMgRypKaYew,4.0,2014-02-04 21:32:07
SBjQX8BNQk4KtLVf8W14zQ,rTXNiH-RROF1OQHVIn5qJQ,4.0,2015-08-12 02:23:33
SBjQX8BNQk4KtLVf8W14zQ,sY7tjANWK_dgHeZDqWLlsA,4.0,2015-10-28 04:08:11
SCDH6Mfq8_NRuo6e8praMg,cfFdnSlMmqQoAb0KDk9IPw,5.0,2021-07-13 00:32:24
SDATRl3Vs4eKyd6Mhzhhsw,ZUPnWlLgqnU1PVtF6Q9-HQ,5.0,2012-02-28 20:46:30
SDSqjDHBBxix-vCK_0bmsA,KQgCflC8eqJU5kvJkByXzw,4.0,2018-07-31 04:23:27
SDytcPY5fiuuDbTkPE8GyA,RA5E6BDiAzgSmsxdc1A4tw,5.0,2013-03-18 05:49:24
SE3lwVKAonE6wTK7V7aLBQ,NQ6v9hMwtfS5mn2a0vQr1Q,5.0,2018-01-05 15:18:35
SFIFCanAYs8sOXfSHzaHxg,33zxFqIOe6Yg8qPXKkhUjg,5.0,2017-02-08 14:26:36
SFIFCanAYs8sOXfSHzaHxg,rB-BUDjuOZWe_4vUhbPavQ,4.0,2017-06-02 14:18:18
SFi2ayCGkIMLd_ZiIy706A,hwcPLznPbsW8ghC20OluRQ,5.0,2014-11-06 23:48:03
SG6A6DpC3MmumUVNQHf8Hw,xxvgV_6FrRzXPhpT8EWXUg,1.0,2013-03-15 17:44:06
SGPCLi-kVZ_pz1w7VJtkeA,4UDm69SbXGjjlbVVy3GNcQ,4.0,2016-03-28 21:31:37
SGPCLi-kVZ_pz1w7VJtkeA,4_W5pstoN1166TGjjPOrMg,4.0,2017-03-20 16:48:12
SGPCLi-kVZ_pz1w7VJtkeA,CYSPKiVdoPX3erovujnE9Q,4.0,2018-01-25 00:44:06
SGPCLi-kVZ_pz1w7VJtkeA,XQfwVwDr-v0ZS3_CbbE5Xw,5.0,2018-04-02 20:44:37
SGPCLi-kVZ_pz1w7VJtkeA,iUZEGx29miZObLd6_lt7Vg,4.0,2019-02-01 18:45:34
SGPCLi-kVZ_pz1w7VJtkeA,vUrTGX_7HxqeoQ_6QCVz6g,5.0,2018-01-16 12:45:38
SGPscai169s5QLriYf0_jQ,Oun4NN-u5yiHIxDqtJnxgA,5.0,2011-10-17 13:24:32
SHJo1dtnlOIfndhBcon-xg,iSRTaT9WngzB8JJ2YKJUig,1.0,2016-01-17 22:57:24
SIHDDRwe28uWyAe763R50A,kQRB8RNwd7cEMcURTS-I7A,5.0,2016-12-28 02:19:15
SIHDDRwe28uWyAe763R50A,t6g6Lj8WzjIXXucCl9jdTQ,2.0,2015-08-15 01:12:00
SIMmWRIgny3U8Z4MaYchCA,Hu5fC_pfgZ6O1LTPwLQQ9w,1.0,2014-10-02 22:47:00
SIlGe7Ow3AzPiDFh-xHa7Q,Q1wTWAhOaoOZQRiGeL6N7g,5.0,2012-10-28 06:10:22
SIpBqzGhRM7T5cDFiuIryg,C26xmwM2_OgJJi2BbL3KkQ,5.0,2016-08-12 04:50:50
SIpBqzGhRM7T5cDFiuIryg,ELGdPtyfE_zC10VYc6Zskw,5.0,2010-04-14 04:13:26
SIpBqzGhRM7T5cDFiuIryg,wl7rFbvRUstwyB2vRDW6IQ,5.0,2009-02-12 05:43:56
SKJpOreXKa1PRpvSKjzMng,3NNRlx0GS0mzrTYCx8m8FQ,3.0,2019-05-12 00:32:04
SKdMmvRoh0Kbp1PHrCVyMA,J8S7cPPlTgsQnXKVfTyN8g,1.0,2013-09-08 02:08:36
SKwMaFXP4Umiihb7bd4xlg,aQFQIlyHasaTz5DtjV57nQ,4.0,2019-06-27 23:07:22
SKwMaFXP4Umiihb7bd4xlg,oGU1LmdbKyYm_05PN0F77Q,5.0,2020-07-14 21:27:28
SKwMaFXP4Umiihb7bd4xlg,sCkBUXw-GrMvRRxcun-Alg,4.0,2016-11-21 18:48:52
SLGN2kIDc4SFAxRiNsNuYw,HPqTJ_yF2ZJw87yHWnSzSg,1.0,2010-09-25 08:29:37
SNuH-Of0BcEEuI_4KMJlWw,AlnAoqsqChTn1Eg3dzLmMw,5.0,2017-09-01 14:41:51
SO9FkyfukJBZACBg2N1_Fw,6h7C53qLfwM7v3zKRqG0yA,4.0,2012-10-12 03:35:50
SOfNNK2sv5iVYDyXy5TcIw,hkh5iyDeGLNhu-JUQFRE1Q,4.0,2013-09-09 20:38:09
SPQT8wC1gFX3a-EkXkhgdQ,Sw53KWMB8cYjF7EZX7O9PA,5.0,2020-09-01 18:37:25
SPbdGX1c5q2UoFngJJVvRQ,ECmPXOHont5XlHp3zs4g4A,4.0,2009-06-26 06:17:51
SPuzzZ0VZ1yyD3s9ObLnaw,5kXqNRNpxm4vP_awcidPDA,5.0,2017-10-12 01:49:24
SQCkvaqmgLcRkn6T6pZ7AQ,EYw42-YsnMr0pbqM5YXRxw,5.0,2020-05-15 23:46:32
SQXsow-nuLYYQnTcsIedIA,SxbqEgEwrGmtgvQAgM6kIg,5.0,2018-11-24 12:06:50
SQXsow-nuLYYQnTcsIedIA,vXQLdqB-stL2JTP5AsPVaA,5.0,2018-11-19 16:56:01
SQq8b7VP7kyNU6e4-Xagew,IiJ744MOUKmRYAgNFkcs0g,4.0,2016-11-19 20:52:41
SRd7-3R8jG_WHAS5C4BfaQ,zFcE7bQ2oDfwpPgl_PxOTA,5.0,2016-02-23 01:06:40
SUI0gDDnCUOnDpVQHci_1A,EagkHaaC-kUozD3MPzbRIw,4.0,2016-02-16 23:32:47
SUI0gDDnCUOnDpVQHci_1A,uLp_wwemUq6cAuxPwaZF3Q,1.0,2016-02-16 22:52:54
SUI0gDDnCUOnDpVQHci_1A,wBa-Abx8y5SLOqbohCA4nQ,5.0,2016-02-16 23:18:16
SUI0gDDnCUOnDpVQHci_1A,wqGkMLZVXc0pYVjr3zDrpA,4.0,2016-02-18 02:18:03
SVJvTooDYFA2OJn1vU_ofA,OR7VJQ3Nk1wCcIbPN4TCQQ,5.0,2017-06-04 06:31:29
SVL1Oir45owS_oKg-ylqfw,a-fUq78iwilqa9Qd3ozfqQ,3.0,2016-01-27 02:14:09
SVO8tY3ryARNFb_bX4VVBg,8Vo6LN9gqULhXzoxj5k6kQ,5.0,2016-04-04 19:37:05
SWeMQPWbHNFKdW26STWjdw,EVqumzu_CSGws7XMTCl5og,1.0,2011-11-21 01:34:22
SWeMQPWbHNFKdW26STWjdw,Jy1ivHnSRtNNA6snZSAKBw,4.0,2012-04-27 15:25:25
SXYWt825y8ieyG9sOVNYWA,OR7VJQ3Nk1wCcIbPN4TCQQ,5.0,2021-05-18 00:40:26
SXeMGP5lNgc03z7cl9Xihg,foFpx3znhLJvnplex8aqww,5.0,2013-09-29 18:34:55
SXeMGP5lNgc03z7cl9Xihg,poruVZH9V5p3u170Pi3iYg,2.0,2011-11-26 15:57:10
SYZVCsBMVHmhGRcdvNvA8w,HoKH4Rk7wHfVT-60aYIYwA,1.0,2017-03-25 01:48:16
SZEY3EfGLvYu-eRF-lZPoA,vj6AetpADpHOYtMRZsXX3g,5.0,2019-08-29 19:22:08
S_llEH0Hdbipg1xUAmr7kw,Pr-OrQ0-hNPFdp8bVZN6Lg,5.0,2015-05-24 01:52:42
S_llEH0Hdbipg1xUAmr7kw,SG7g4cJFjgWtODi28W4eaw,5.0,2017-11-30 18:04:14
S_llEH0Hdbipg1xUAmr7kw,gYIpn-llVaQM11yDRHdkwQ,5.0,2019-10-07 01:47:38
S_llEH0Hdbipg1xUAmr7kw,hgPKpBdUOx2hVyGrzY70yQ,4.0,2015-03-09 21:39:28
S_llEH0Hdbipg1xUAmr7kw,wl7rFbvRUstwyB2vRDW6IQ,5.0,2017-01-21 00:29:22
SaFs8ThfmEgdQm16iXoNqQ,GV1s2EOQX7tLQrDjPGUJUQ,5.0,2014-04-15 22:44:33
SaHGFMFLdU-KRiup-8TKdg,Ko6WrkU-vUngOIJG_isrzA,4.0,2013-11-23 23:41:19
SaYctOj-v2LNNkD4EXtZUA,-cEFKAznWmI0cledNOIQ7w,5.0,2021-09-28 20:40:34
SaYctOj-v2LNNkD4EXtZUA,FIFi_8eNmc-jPHZVHPS3NQ,5.0,2021-08-23 20:17:51
SaYctOj-v2LNNkD4EXtZUA,FeHhy-6uPJUMyVYPAwYjKA,5.0,2020-12-13 05:10:11
SaYctOj-v2LNNkD4EXtZUA,Mwc3n5Psw9wRaQ22vZWDYQ,4.0,2020-11-05 18:23:50
SaYctOj-v2LNNkD4EXtZUA,W6k6b-bUaX0goySzl-zgTg,5.0,2021-06-22 21:42:35
SaYctOj-v2LNNkD4EXtZUA,WDm-Z705Wp93k-46PN_g9Q,4.0,2021-07-29 21:06:36
SaYctOj-v2LNNkD4EXtZUA,Wl7iw_u4WeEreF4ZZF1oDw,5.0,2022-01-04 21:39:17
SaYctOj-v2LNNkD4EXtZUA,ZLKLshuZ2HcwbPDpb3l-AQ,4.0,2021-05-13 17:51:35
SaYctOj-v2LNNkD4EXtZUA,cbr2Db20L6P50CsxsX6c2A,5.0,2021-04-20 17:59:59
SaYctOj-v2LNNkD4EXtZUA,eAzeb04i354i6VZFI4bJRQ,5.0,2021-08-23 19:57:52
SaYctOj-v2LNNkD4EXtZUA,ka2XO8vL_PqCS-xk3SVauA,5.0,2021-07-27 16:40:00
SaYctOj-v2LNNkD4EXtZUA,qDEcJ48kXdWxQGZefgG94w,5.0,2021-10-14 20:21:11
SaYctOj-v2LNNkD4EXtZUA,s9ceDy-cVHe0uzvZpWq87Q,5.0,2021-12-17 20:11:19
SaYctOj-v2LNNkD4EXtZUA,xb5NsCqvQw2uE5HoQyDr0g,5.0,2020-12-24 22:33:34
SaYctOj-v2LNNkD4EXtZUA,y1Z9tymuBGVDZnYZoLk-2Q,5.0,2021-07-21 15:00:10
SbSz1tzmRaGfiApub31R1A,eVYOLoDYGbQ49dCgBSG3fg,5.0,2013-10-01 01:22:33
SbpGncVoxFIi_J2xOelJYQ,1Mmo93UBNsaVW7OnpWDuQg,4.0,2021-11-09 20:26:29
SbpGncVoxFIi_J2xOelJYQ,5fCpIolPWznGdz3D6hjrvg,4.0,2021-11-08 00:20:02
SbpGncVoxFIi_J2xOelJYQ,8uF-bhJFgT4Tn6DTb27viA,5.0,2021-01-07 03:50:24
SbpGncVoxFIi_J2xOelJYQ,9ruUYAz35q6mgUpxb5zZhg,4.0,2015-06-20 04:36:01
SbpGncVoxFIi_J2xOelJYQ,C26xmwM2_OgJJi2BbL3KkQ,5.0,2021-07-29 01:30:18
SbpGncVoxFIi_J2xOelJYQ,CR8n4CVq19UqPpJlapQ7jg,4.0,2021-10-26 20:30:58
SbpGncVoxFIi_J2xOelJYQ,FCfTUUTYXfZchPvx7tkoWA,4.0,2021-11-09 21:11:52
SbpGncVoxFIi_J2xOelJYQ,MDtu8_LFbbkCgzCzIoEWng,4.0,2021-04-08 21:21:26
SbpGncVoxFIi_J2xOelJYQ,NHdE_ObFj7OjQBB3jjqBNQ,4.0,2017-03-12 14:28:38
SbpGncVoxFIi_J2xOelJYQ,SJIQFKTW6uUsOo29w9IHxw,4.0,2021-09-22 02:39:01
SbpGncVoxFIi_J2xOelJYQ,TzkVUJab9Sh0CqDk2sCF-w,5.0,2013-07-18 03:33:37
SbpGncVoxFIi_J2xOelJYQ,aIVk0IEUj7rPaAMeAmBSGg,4.0,2022-01-17 23:16:46
SbpGncVoxFIi_J2xOelJYQ,dGeXdSMah56gEHwZNaRQKA,5.0,2021-03-04 20:11:07
SbpGncVoxFIi_J2xOelJYQ,fusQg9Pj0xUC8CzbO2IHrA,4.0,2021-03-25 04:21:29
SbpGncVoxFIi_J2xOelJYQ,g-IXI3v3fOudMsyLPKb-eQ,4.0,2021-02-18 01:26:46
SbpGncVoxFIi_J2xOelJYQ,gVw224_IlTrx3KHEgFBtMg,5.0,2021-06-13 23:03:39
SbpGncVoxFIi_J2xOelJYQ,hfbZ97Te3T4jeWN6GgsGrQ,5.0,2021-08-08 17:43:05
SbpGncVoxFIi_J2xOelJYQ,iZ7-gwaBWYHiWhez4514jA,5.0,2021-04-20 20:58:11
SbpGncVoxFIi_J2xOelJYQ,j8JOZvfeHEfUWq3gEz6ABQ,5.0,2021-08-08 03:57:12
SbpGncVoxFIi_J2xOelJYQ,pKvKZCB0fq4KgtK2Pc0yaQ,5.0,2021-03-04 04:14:50
SbpGncVoxFIi_J2xOelJYQ,qF8jkN4q4SajC4p4nKwjgQ,5.0,2020-05-14 19:44:42
SbpGncVoxFIi_J2xOelJYQ,tsaifr1x7MHWsUngvZ1SQA,3.0,2021-01-31 15:43:58
SbpGncVoxFIi_J2xOelJYQ,wjZwXKDiFBQXlO8-TjQTXA,5.0,2021-07-26 03:08:07
SbpGncVoxFIi_J2xOelJYQ,yoQBK3OUDqWEFoUDE5lM4w,4.0,2021-06-13 03:17:54
Scmyz7MK4TbXXYcaLZxIxQ,GXFMD0Z4jEVZBCsbPf4CTQ,5.0,2021-07-12 22:00:22
Scmyz7MK4TbXXYcaLZxIxQ,jSYu2apG1uYq3eNzSA-OHw,5.0,2021-07-15 22:42:32
Scmyz7MK4TbXXYcaLZxIxQ,pFzcy84OCWx1_x2Tdv7g3A,4.0,2021-10-12 00:04:17
Scmyz7MK4TbXXYcaLZxIxQ,wrgtmWOkq1FwnlSgl6QcJg,5.0,2021-10-13 17:51:35
SeTSsi60-5RD4E6Fu_oEBA,aoBQW6IKzgE-Hst2r_oAEg,1.0,2012-04-09 00:39:22
SeWsQoYPbQuMAqfRNNS6Jg,4PgNs7K7gGfGqXNHwAgyzQ,4.0,2019-05-14 14:19:38
SeWsQoYPbQuMAqfRNNS6Jg,AjxhKYSbc1NrGOxAcqxb9w,1.0,2017-10-10 18:08:22
SeWsQoYPbQuMAqfRNNS6Jg,CQQHON44VFVqcCwsalwLQg,4.0,2018-06-14 15:53:39
SeWsQoYPbQuMAqfRNNS6Jg,GoGss2SqsUPwP0xcI9IUuw,4.0,2018-06-12 16:28:01
SeWsQoYPbQuMAqfRNNS6Jg,Zqd_DHAtrdzRJ8u3zwrvEA,5.0,2019-07-09 13:02:25
SeWsQoYPbQuMAqfRNNS6Jg,gK9CdFaCXmHoW8aLfXiSqg,3.0,2019-06-28 13:17:27
SeWsQoYPbQuMAqfRNNS6Jg,j8JOZvfeHEfUWq3gEz6ABQ,5.0,2018-06-04 18:58:49
SeWsQoYPbQuMAqfRNNS6Jg,ytynqOUb3hjKeJfRj5Tshw,5.0,2018-03-09 16:12:03
Sf3LGHUsHr5ZocB5b2TdNA,6KgBjfn1c1GxZXZNNeQYtg,4.0,2013-07-21 01:05:15
SfdcJuwEAc-34Rrdf-ls-Q,HDNeRsScQG_YQevwNPOcJQ,2.0,2012-04-12 14:24:58
SgxD74-CkftmYxm2-KNKgg,WrZaL6BxHqVqt3sAcJ-5Rg,5.0,2012-06-26 16:49:24
SiyLpq0GI61G8AZaycA3hw,Nvx2MceKWAtikcAxk_TBMg,1.0,2015-10-09 01:58:57
SlH3DCXVxltSCo8gt9p2iQ,TCWnTa69sJ3vGQsdEe3Esw,2.0,2010-12-14 08:32:13
SlQNwOKszHMRjG-0vjawAw,1Hd-0f0gWvI7y9CI_3kFVg,3.0,2015-01-05 21:46:46
SlQNwOKszHMRjG-0vjawAw,Rl1NN7QH08h5h0XO00lPFA,3.0,2011-08-25 17:38:54
SlQNwOKszHMRjG-0vjawAw,aKOo9Kacq-4Wnsy6ilfdQw,2.0,2015-08-05 00:20:40
SlQNwOKszHMRjG-0vjawAw,gndi4-wzu66Mtp4E0zHt7g,3.0,2015-02-06 06:20:51
Slc16vviuuTWgZ9OsaJzKQ,wopwoiKIllIzcggK7HkTmw,1.0,2011-12-11 21:46:36
SmlbUwImY3otJh_lMip4pw,cX1VH_vpqGoLrio4sV9xcA,1.0,2015-08-10 15:23:00
Sn73fweSBkP_qYHfMgsmWg,tf6S06LD09IFDHUpOPqPaw,4.0,2019-01-10 04:00:31
Sna7dwda9K5NcWNFcq2e7A,2MHNvEPEGxvBxZLXM5ESpg,5.0,2013-05-09 22:20:28
SnufRADVJEYHGMcha7nRVA,qHXv-os4wfrfSPxGPgj2vg,1.0,2013-08-04 00:47:59
SoMesfs19wOj0EQKsNBXlA,VEsI9_aDFzIrk8wh0QCOAw,4.0,2021-08-28 13:09:19
SpR_vMU933oYFMqRX2OVgQ,RVzroffkQf6P8uv4qCBh8w,1.0,2015-01-12 16:32:33
SqkbioT3gylpW6h2cV4EGA,kf8HXRAZxtC7xVR0Tg-rhA,5.0,2020-07-26 16:11:52
SqkbioT3gylpW6h2cV4EGA,pPKFIFDY2u1KCupXzHNtnw,5.0,2017-05-08 13:59:30
SrDqrIqZl-gtVYbINIxYoA,7sN7b3Z1Ywge1INmGf6FgA,3.0,2013-12-31 08:58:03
SrDqrIqZl-gtVYbINIxYoA,CFBnmxqAm4vX6v4BFye70w,3.0,2016-09-01 21:39:46
SrDqrIqZl-gtVYbINIxYoA,eirHDiyhPn2YSo08G1tt6g,4.0,2013-11-04 01:18:32
SrDqrIqZl-gtVYbINIxYoA,qxRTFagnexBZgDe055CjkQ,3.0,2013-12-04 09:06:12
SsP1Lx1gxN7aFXIWtp5qLQ,nlVLzktT0RfgSw-ZL4qPRA,1.0,2015-07-08 22:28:37
SslgC6kUSxuHFCTzDbUtYA,YSL06t6e2iKo4ZHZnCZIxw,3.0,2016-06-13 16:16:51
St_-kC_BBIGxChO0JDUGGg,EmJF-xSIOaEEOWcK8UOBqg,5.0,2017-07-02 21:10:17
StlGWDIwOXfpmX-UvIe5bA,AbtYqoBGuvlWmR1gU0c3XA,1.0,2009-03-07 04:21:10
SyABteXA7u_-GA2nKLJ-XQ,VNvJuCTMdGBj4lwC0L1Ghg,5.0,2021-05-10 16:09:59
SyOG4eHZK3wv3MnpiZVX9w,4ADeBcc3O4zmTrp60H4O_A,1.0,2020-09-15 15:50:14
SzE_k1gwqVC2P8oOaj4tCA,K7KHmHzxNwzqiijSJeKe_A,5.0,2019-04-09 15:42:25
T-pM8IV8VxHOeps3em_GGA,lPx8jUBfK1K6u3UgowU5mg,1.0,2020-09-19 15:15:22
T090FL7DIqZ46lX-mz8tkw,Gekeq1c-fuezmx0PSGQvzw,1.0,2018-10-10 23:31:44
T1Roa_rMKSB8k9OuoKRw7w,Jv4af70Tbc_R_GqvkumqaQ,4.0,2019-09-01 21:57:27
T1Roa_rMKSB8k9OuoKRw7w,tMUA2eajVUqrU8tdA-DvnA,5.0,2019-12-16 21:04:21
